Name ,Sex,Age,2022,2023,2024,2025,2026
EC - Sarah Baartman District Municipality (DC10),Female,10-14,23647.180762,23133.428047,22528.722417,21900.388394,21337.474928
EC - Sarah Baartman District Municipality (DC10),Female,15-19,19863.170986,20813.982153,21645.309795,22304.157639,22665.100592
EC - Sarah Baartman District Municipality (DC10),Female,20-24,15783.647421,15609.594305,15654.788204,15967.477313,16540.888226
EC - Sarah Baartman District Municipality (DC10),Female,25-29,16083.542699,15663.692099,15211.118794,14654.657397,14079.527451
EC - Sarah Baartman District Municipality (DC10),Female,30-34,19010.115421,18440.442009,17850.265566,17318.144435,16800.023259
EC - Sarah Baartman District Municipality (DC10),Female,35-39,19620.144740,19824.043035,19909.431877,19835.877599,19464.480170
EC - Sarah Baartman District Municipality (DC10),Female,40-44,16233.231054,16922.794750,17669.626287,18344.242860,18922.184832
EC - Sarah Baartman District Municipality (DC10),Female,45-49,14942.865377,14826.741991,14728.639482,14787.417347,15125.069098
EC - Sarah Baartman District Municipality (DC10),Female,50-54,13615.758204,13814.768294,14005.818505,14160.392303,14288.443473
EC - Sarah Baartman District Municipality (DC10),Female,55-59,12119.197219,12305.698017,12499.331415,12662.153525,12801.960460
EC - Sarah Baartman District Municipality (DC10),Female,60-64,10097.666447,10322.501925,10551.476481,10807.329480,11065.724611
EC - Sarah Baartman District Municipality (DC10),Female,65-69,8256.334448,8400.615638,8524.146493,8667.852274,8835.681910
EC - Sarah Baartman District Municipality (DC10),Female,70-74,6420.136962,6546.316455,6697.531270,6835.665062,6954.622027
EC - Sarah Baartman District Municipality (DC10),Female,75-79,4560.997532,4668.360542,4777.912480,4898.184609,5021.559263
EC - Sarah Baartman District Municipality (DC10),Female,80+,3997.560850,4158.473341,4345.014026,4548.402568,4768.606269
EC - Amathole District Municipality (DC12),Male,0-4,39460.655192,38024.646158,36614.356950,35239.806616,33907.336866
EC - Amathole District Municipality (DC12),Male,5-9,45959.892167,44753.359532,43485.072119,42205.916534,40974.620117
EC - Amathole District Municipality (DC12),Male,10-14,49749.288642,49186.203289,48537.985245,47691.020410,46725.769961
EC - Amathole District Municipality (DC12),Male,15-19,40320.701646,40673.631217,41541.071225,43008.073639,44537.159146
EC - Amathole District Municipality (DC12),Male,20-24,25855.902141,25530.338817,25004.959524,24296.808303,23901.022689
EC - Amathole District Municipality (DC12),Male,25-29,25598.870724,23920.350008,22221.656132,20499.862386,18694.745159
EC - Amathole District Municipality (DC12),Male,30-34,28889.194942,28038.765661,26913.204657,25599.660204,24067.086666
EC - Amathole District Municipality (DC12),Male,35-39,26303.948596,27013.941433,27554.317433,27743.971298,27290.567150
EC - Amathole District Municipality (DC12),Male,40-44,19381.161732,20536.076715,21674.258050,22696.749220,23712.055880
EC - Amathole District Municipality (DC12),Male,45-49,14431.349316,14896.562805,15430.316153,16107.785481,17020.980719
EC - Amathole District Municipality (DC12),Male,50-54,11096.451699,11497.092103,11927.260160,12400.501329,12818.882789
EC - Amathole District Municipality (DC12),Male,55-59,9536.987984,9418.065393,9367.014107,9407.078285,9597.988440
EC - Amathole District Municipality (DC12),Male,60-64,8617.919480,8517.046230,8403.284027,8303.353881,8217.385950
EC - Amathole District Municipality (DC12),Male,65-69,7017.810526,7007.456267,6999.323187,6980.760209,6938.228459
EC - Amathole District Municipality (DC12),Male,70-74,5283.774697,5230.396323,5190.493655,5168.895657,5148.689987
EC - Amathole District Municipality (DC12),Male,75-79,3955.645857,3800.105518,3665.799418,3550.832023,3451.608067
EC - Amathole District Municipality (DC12),Male,80+,5832.366286,5645.361155,5485.246511,5352.542788,5238.110705
EC - Amathole District Municipality (DC12),Female,0-4,37951.746597,36585.655143,35271.979646,33981.370707,32708.633329
EC - Amathole District Municipality (DC12),Female,5-9,43727.538124,42599.330850,41365.474772,40097.114504,38901.211149
EC - Amathole District Municipality (DC12),Female,10-14,46210.735806,45446.795282,44844.318096,44257.611217,43612.285028
EC - Amathole District Municipality (DC12),Female,15-19,35936.221560,36399.516122,37034.400363,37962.896640,38890.700464
EC - Amathole District Municipality (DC12),Female,20-24,22815.977030,22276.378956,21691.279147,21084.451844,20763.991130
EC - Amathole District Municipality (DC12),Female,25-29,22168.522628,20708.188266,19103.273206,17349.479887,15491.136843
EC - Amathole District Municipality (DC12),Female,30-34,25838.328924,24893.086363,23751.783144,22494.612567,21041.878949
EC - Amathole District Municipality (DC12),Female,35-39,24538.660220,25070.198357,25419.217663,25428.318378,24872.365581
EC - Amathole District Municipality (DC12),Female,40-44,19621.545581,20406.360397,21255.036058,22061.933154,22818.191242
EC - Amathole District Municipality (DC12),Female,45-49,17873.490242,17699.750728,17575.527423,17638.527427,18018.149447
EC - Amathole District Municipality (DC12),Female,50-54,17182.674308,17072.960236,17050.629198,17051.072457,17059.244976
EC - Amathole District Municipality (DC12),Female,55-59,18401.206380,17895.204055,17427.712706,16974.310729,16577.597442
EC - Amathole District Municipality (DC12),Female,60-64,19324.559497,19029.287440,18617.690827,18217.132792,17833.524566
EC - Amathole District Municipality (DC12),Female,65-69,16898.664877,17293.128023,17589.067072,17769.806383,17797.966625
EC - Amathole District Municipality (DC12),Female,70-74,13210.656014,13424.245536,13748.831709,14112.312694,14479.811148
EC - Amathole District Municipality (DC12),Female,75-79,10254.234661,10253.070451,10254.270111,10296.605693,10388.047368
EC - Amathole District Municipality (DC12),Female,80+,14546.342181,14631.133098,14807.612450,15038.415532,15318.851288
EC - Chris Hani District Municipality (DC13),Male,0-4,35961.106151,34874.751110,33556.069755,32061.340391,30504.101551
EC - Chris Hani District Municipality (DC13),Male,5-9,40022.600880,38884.089759,37923.427103,37061.736904,36153.859415
EC - Chris Hani District Municipality (DC13),Male,10-14,45426.143331,44240.252108,42982.753872,41655.437398,40453.103255
EC - Chris Hani District Municipality (DC13),Male,15-19,37862.023008,37726.480139,38081.112486,39036.323698,40049.700781
EC - Chris Hani District Municipality (DC13),Male,20-24,22696.343870,22637.838632,22194.582193,21332.751904,20600.487622
EC - Chris Hani District Municipality (DC13),Male,25-29,21470.826377,19972.479091,18523.892933,17084.767401,15512.477038
EC - Chris Hani District Municipality (DC13),Male,30-34,25195.351052,24149.838127,22884.967747,21529.124529,20070.284481
EC - Chris Hani District Municipality (DC13),Male,35-39,22829.384483,23404.205091,23799.612966,23846.661166,23304.010011
EC - Chris Hani District Municipality (DC13),Male,40-44,16044.705930,17022.549085,18018.802753,18903.985356,19749.347723
EC - Chris Hani District Municipality (DC13),Male,45-49,12485.839817,12561.489361,12689.710969,12990.316304,13567.506610
EC - Chris Hani District Municipality (DC13),Male,50-54,10157.953469,10393.384862,10617.612338,10830.138907,10943.345401
EC - Chris Hani District Municipality (DC13),Male,55-59,8892.339829,8739.559752,8648.945351,8622.377474,8698.145410
EC - Chris Hani District Municipality (DC13),Male,60-64,8348.800696,8166.703845,7967.444505,7786.488317,7629.459324
EC - Chris Hani District Municipality (DC13),Male,65-69,7196.745120,7136.666119,7068.246171,6978.989406,6856.311442
EC - Chris Hani District Municipality (DC13),Male,70-74,5780.409012,5726.648927,5673.884796,5627.470746,5568.726606
EC - Chris Hani District Municipality (DC13),Male,75-79,4413.610663,4330.562910,4264.040753,4206.625289,4147.657371
EC - Chris Hani District Municipality (DC13),Male,80+,8161.531916,8163.280288,8202.183173,8282.987930,8395.546960
EC - Chris Hani District Municipality (DC13),Female,0-4,34767.194612,33765.711462,32528.625921,31082.525693,29538.953266
EC - Chris Hani District Municipality (DC13),Female,5-9,38351.492977,37315.786375,36406.086866,35551.052487,34648.587090
EC - Chris Hani District Municipality (DC13),Female,10-14,42759.614992,41338.602353,40149.316362,39149.110338,38347.236717
EC - Chris Hani District Municipality (DC13),Female,15-19,34099.339096,34065.340607,34154.394391,34552.043393,34984.104173
EC - Chris Hani District Municipality (DC13),Female,20-24,19311.023355,19263.674948,18927.697530,18237.008734,17571.325591
EC - Chris Hani District Municipality (DC13),Female,25-29,17803.421626,16532.400751,15213.564521,13832.901464,12325.620488
EC - Chris Hani District Municipality (DC13),Female,30-34,21880.646222,20776.649618,19609.209986,18424.402092,17128.702678
EC - Chris Hani District Municipality (DC13),Female,35-39,22486.542383,22531.077686,22344.714008,21886.697442,21029.901558
EC - Chris Hani District Municipality (DC13),Female,40-44,17924.675268,18698.830091,19518.812591,20199.320018,20687.394620
EC - Chris Hani District Municipality (DC13),Female,45-49,16632.430666,16316.372521,16030.541541,15948.996042,16207.583719
EC - Chris Hani District Municipality (DC13),Female,50-54,15974.585186,15893.179919,15877.367619,15850.908712,15793.001958
EC - Chris Hani District Municipality (DC13),Female,55-59,16743.972509,16297.326866,15896.516763,15516.291378,15187.546051
EC - Chris Hani District Municipality (DC13),Female,60-64,17316.227788,17034.865605,16643.281940,16262.839453,15906.676591
EC - Chris Hani District Municipality (DC13),Female,65-69,15124.884327,15448.179178,15686.423552,15810.100966,15786.040731
EC - Chris Hani District Municipality (DC13),Female,70-74,12448.515338,12508.114350,12663.425771,12874.825395,13112.731207
EC - Chris Hani District Municipality (DC13),Female,75-79,9782.899276,9973.302271,10103.439448,10182.654390,10201.502395
EC - Chris Hani District Municipality (DC13),Female,80+,16134.940731,16494.037596,16955.665867,17481.246350,18067.995735
EC - Joe Gqabi District Municipality (DC14),Male,0-4,18351.272971,17791.767692,17194.448588,16580.706131,15976.777205
EC - Joe Gqabi District Municipality (DC14),Male,5-9,20251.557327,19915.932996,19567.712769,19214.098561,18857.614629
EC - Joe Gqabi District Municipality (DC14),Male,10-14,21281.598244,21136.716891,20962.832854,20709.718383,20416.242420
EC - Joe Gqabi District Municipality (DC14),Male,15-19,17514.815390,17677.187316,18037.983269,18649.315870,19301.585110
EC - Joe Gqabi District Municipality (DC14),Male,20-24,11681.679534,11542.759227,11349.711459,11111.440952,11012.382454
EC - Joe Gqabi District Municipality (DC14),Male,25-29,11208.407016,10576.581692,9946.463380,9289.039386,8583.246999
EC - Joe Gqabi District Municipality (DC14),Male,30-34,12724.528956,12288.824669,11741.131443,11146.136664,10499.980284
EC - Joe Gqabi District Municipality (DC14),Male,35-39,11620.601218,11915.683666,12144.297738,12215.919607,11995.764833
EC - Joe Gqabi District Municipality (DC14),Male,40-44,8644.426566,9124.579344,9580.024902,9978.456066,10379.846938
EC - Joe Gqabi District Municipality (DC14),Male,45-49,6430.129172,6644.927852,6898.102211,7209.005186,7605.338598
EC - Joe Gqabi District Municipality (DC14),Male,50-54,5034.822965,5205.816175,5368.189466,5548.135997,5715.445145
EC - Joe Gqabi District Municipality (DC14),Male,55-59,4065.256033,4109.672362,4180.022923,4269.813537,4396.289304
EC - Joe Gqabi District Municipality (DC14),Male,60-64,3468.898943,3464.784277,3467.134321,3485.617806,3517.627179
EC - Joe Gqabi District Municipality (DC14),Male,65-69,2920.152922,2901.440796,2884.824467,2872.578722,2863.181133
EC - Joe Gqabi District Municipality (DC14),Male,70-74,2370.773133,2358.029986,2343.560431,2327.947863,2305.019131
EC - Joe Gqabi District Municipality (DC14),Male,75-79,1912.178807,1867.989167,1835.063270,1810.975005,1790.925966
EC - Joe Gqabi District Municipality (DC14),Male,80+,3636.403689,3704.563102,3789.155433,3893.323877,4013.222756
EC - Joe Gqabi District Municipality (DC14),Female,0-4,17656.217685,17137.023976,16581.194726,15994.576838,15401.829339
EC - Joe Gqabi District Municipality (DC14),Female,5-9,19167.940052,18855.452322,18508.053561,18138.914232,17766.203567
EC - Joe Gqabi District Municipality (DC14),Female,10-14,19867.795462,19625.993551,19445.454568,19268.055782,19073.619274
EC - Joe Gqabi District Municipality (DC14),Female,15-19,15852.825902,16073.314705,16366.285119,16783.187075,17199.645149
EC - Joe Gqabi District Municipality (DC14),Female,20-24,10921.815862,10622.145363,10332.994073,10082.088405,9986.467122
EC - Joe Gqabi District Municipality (DC14),Female,25-29,10634.302681,10058.116902,9426.992957,8704.936053,7913.538749
EC - Joe Gqabi District Municipality (DC14),Female,30-34,12508.682425,12066.474739,11506.951102,10909.381714,10264.096048
EC - Joe Gqabi District Municipality (DC14),Female,35-39,11518.829043,11885.357456,12203.895144,12358.311376,12207.146152
EC - Joe Gqabi District Municipality (DC14),Female,40-44,9102.689365,9470.996690,9844.088897,10213.748149,10609.789547
EC - Joe Gqabi District Municipality (DC14),Female,45-49,7740.050169,7809.036544,7899.108509,8048.355845,8302.366050
EC - Joe Gqabi District Municipality (DC14),Female,50-54,6919.083422,6974.669490,7059.108965,7157.513993,7272.326576
EC - Joe Gqabi District Municipality (DC14),Female,55-59,6812.074517,6722.515295,6658.721441,6604.286281,6567.881417
EC - Joe Gqabi District Municipality (DC14),Female,60-64,6774.525165,6688.637153,6583.505426,6497.896993,6430.575978
EC - Joe Gqabi District Municipality (DC14),Female,65-69,6094.774375,6152.227635,6177.870122,6177.800703,6146.946581
EC - Joe Gqabi District Municipality (DC14),Female,70-74,5162.704002,5180.927468,5222.971866,5267.271451,5305.326713
EC - Joe Gqabi District Municipality (DC14),Female,75-79,4070.359619,4143.771595,4200.162746,4242.992253,4264.949192
EC - Joe Gqabi District Municipality (DC14),Female,80+,6804.818332,6904.205607,7046.671941,7215.383827,7408.692079
EC- OR Tambo (DC15),Male,0-4,100563.974232,99858.525943,99225.687281,98764.797476,98537.105298
EC- OR Tambo (DC15),Male,5-9,100916.844199,101292.561482,101451.657339,101515.205982,101687.301944
EC- OR Tambo (DC15),Male,10-14,98147.192751,98857.953138,99820.692979,100588.949092,101033.621718
EC- OR Tambo (DC15),Male,15-19,82441.516445,83631.173494,85183.442589,87661.553964,90585.400269
EC- OR Tambo (DC15),Male,20-24,59838.926251,59582.266732,59665.966449,59786.639439,60253.008976
EC- OR Tambo (DC15),Male,25-29,62835.149201,60127.920855,56892.170275,53480.947559,50266.938727
EC- OR Tambo (DC15),Male,30-34,61937.925191,63026.953302,63580.174966,63460.375900,62361.319001
EC- OR Tambo (DC15),Male,35-39,47618.999499,50818.708941,54050.742919,56879.166209,58648.029166
EC- OR Tambo (DC15),Male,40-44,31378.641197,33838.079896,36397.914396,39062.575667,42184.580754
EC- OR Tambo (DC15),Male,45-49,21290.530905,22398.278386,23660.291425,25204.797437,27190.982844
EC- OR Tambo (DC15),Male,50-54,14753.995263,15594.922768,16511.123311,17518.822255,18480.866116
EC- OR Tambo (DC15),Male,55-59,11399.107984,11417.017373,11529.679010,11775.736401,12247.395409
EC- OR Tambo (DC15),Male,60-64,9590.445239,9554.921523,9501.966720,9473.584912,9473.389923
EC- OR Tambo (DC15),Male,65-69,7183.760073,7273.894160,7370.297173,7433.896565,7447.879512
EC- OR Tambo (DC15),Male,70-74,5474.789439,5334.145720,5228.267728,5181.156927,5172.191416
EC- OR Tambo (DC15),Male,75-79,4298.222493,4186.608439,4060.402840,3905.634384,3713.659572
EC- OR Tambo (DC15),Male,80+,9443.881620,9263.790006,9127.018856,9036.283006,8978.014381
EC- OR Tambo (DC15),Female,0-4,97441.257114,96825.156925,96291.762656,95859.530191,95586.225192
EC- OR Tambo (DC15),Female,5-9,97123.480945,97539.816518,97678.788035,97703.034381,97863.414213
EC- OR Tambo (DC15),Female,10-14,94436.989885,94799.933095,95661.254661,96514.750264,97087.270053
EC- OR Tambo (DC15),Female,15-19,80562.326582,81881.917173,83052.850674,84746.724989,86765.558745
EC- OR Tambo (DC15),Female,20-24,60026.432756,59430.019032,59605.396107,60209.288508,61204.267661
EC- OR Tambo (DC15),Female,25-29,61618.522290,59125.537258,55898.082338,52262.814880,48846.110713
EC- OR Tambo (DC15),Female,30-34,63452.078712,63788.587205,63722.963158,63177.951169,61778.143509
EC- OR Tambo (DC15),Female,35-39,53183.258120,55899.679626,58536.126727,60706.368115,61816.297117
EC- OR Tambo (DC15),Female,40-44,38797.478693,41139.077419,43644.680999,46232.094112,49054.285542
EC- OR Tambo (DC15),Female,45-49,31968.253009,32392.834469,32929.473787,33845.559391,35401.785103
EC- OR Tambo (DC15),Female,50-54,27061.324035,27682.753556,28435.448836,29205.127138,29980.709900
EC- OR Tambo (DC15),Female,55-59,25082.573064,25030.376642,25050.918382,25111.943899,25270.353113
EC- OR Tambo (DC15),Female,60-64,23366.213212,23447.117988,23402.714536,23399.362420,23445.971312
EC- OR Tambo (DC15),Female,65-69,18412.970724,19156.399055,19850.211969,20414.123084,20798.496452
EC- OR Tambo (DC15),Female,70-74,14415.382855,14413.589111,14598.314435,14957.786416,15454.024223
EC- OR Tambo (DC15),Female,75-79,11091.286525,11332.420361,11455.523677,11463.185785,11353.592009
EC- OR Tambo (DC15),Female,80+,18131.879287,17981.905170,17945.419474,17973.082786,18056.713352
EC - Alfred Nzo District Municipality (DC44),Male,0-4,54304.699908,53527.044190,52845.005371,52288.618638,51856.673219
EC - Alfred Nzo District Municipality (DC44),Male,5-9,56052.975871,55731.863198,55250.562300,54685.244696,54167.764374
EC - Alfred Nzo District Municipality (DC44),Male,10-14,55249.916133,55371.976327,55600.301018,55664.185329,55533.128254
EC - Alfred Nzo District Municipality (DC44),Male,15-19,44049.443767,44049.823621,44794.001158,46487.529247,48555.816325
EC - Alfred Nzo District Municipality (DC44),Male,20-24,27137.494315,26704.948870,25922.395677,24875.970664,24194.813041
EC - Alfred Nzo District Municipality (DC44),Male,25-29,22708.761775,21585.101847,20271.074314,18721.975054,16879.786514
EC - Alfred Nzo District Municipality (DC44),Male,30-34,22136.983934,21808.173317,21244.540690,20484.978596,19431.975173
EC - Alfred Nzo District Municipality (DC44),Male,35-39,17320.988634,18156.505654,18924.187128,19417.684777,19401.947491
EC - Alfred Nzo District Municipality (DC44),Male,40-44,12032.601985,12659.975162,13271.864689,13869.057975,14569.429032
EC - Alfred Nzo District Municipality (DC44),Male,45-49,9059.690133,9276.134710,9538.958874,9885.571122,10356.939323
EC - Alfred Nzo District Municipality (DC44),Male,50-54,7038.619652,7246.075810,7472.957151,7714.867490,7907.084102
EC - Alfred Nzo District Municipality (DC44),Male,55-59,6341.164682,6190.448993,6065.838863,5997.464934,6032.589965
EC - Alfred Nzo District Municipality (DC44),Male,60-64,5820.132677,5773.664046,5705.442424,5626.845713,5533.354239
EC - Alfred Nzo District Municipality (DC44),Male,65-69,4690.061340,4711.930338,4744.048819,4765.573514,4762.663415
EC - Alfred Nzo District Municipality (DC44),Male,70-74,3859.684176,3760.408392,3673.526247,3620.543358,3592.877760
EC - Alfred Nzo District Municipality (DC44),Male,75-79,3248.938681,3224.146595,3177.593749,3094.071126,2962.473407
EC - Alfred Nzo District Municipality (DC44),Male,80+,7274.152596,7338.335689,7435.520738,7570.894371,7736.040251
EC - Alfred Nzo District Municipality (DC44),Female,0-4,53695.717132,52950.582366,52345.593867,51860.593781,51479.728151
EC - Alfred Nzo District Municipality (DC44),Female,5-9,56469.466058,56216.694199,55731.607613,55144.592273,54661.044605
EC - Alfred Nzo District Municipality (DC44),Female,10-14,56414.078982,56447.082978,56753.372967,57014.722254,57056.698760
EC - Alfred Nzo District Municipality (DC44),Female,15-19,47389.899532,48033.877786,48755.936790,49898.489460,51240.027342
EC - Alfred Nzo District Municipality (DC44),Female,20-24,34083.078681,33627.466297,33437.798358,33408.823325,33685.285308
EC - Alfred Nzo District Municipality (DC44),Female,25-29,33611.261288,32173.511956,30397.942345,28382.033526,26372.953977
EC - Alfred Nzo District Municipality (DC44),Female,30-34,34943.921325,34797.953143,34394.935255,33754.274602,32711.932131
EC - Alfred Nzo District Municipality (DC44),Female,35-39,29422.712900,30878.835514,32208.169251,33202.437913,33546.026862
EC - Alfred Nzo District Municipality (DC44),Female,40-44,20597.524159,22055.469791,23614.280442,25171.066604,26774.599848
EC - Alfred Nzo District Municipality (DC44),Female,45-49,16729.305076,16886.605032,17126.160681,17622.105971,18524.941628
EC - Alfred Nzo District Municipality (DC44),Female,50-54,14399.417469,14634.214711,14960.053637,15297.813336,15635.550099
EC - Alfred Nzo District Municipality (DC44),Female,55-59,14202.952901,13986.232154,13786.208846,13621.550863,13543.581150
EC - Alfred Nzo District Municipality (DC44),Female,60-64,13415.790688,13452.240239,13434.381804,13410.396986,13359.628670
EC - Alfred Nzo District Municipality (DC44),Female,65-69,11161.585501,11411.869394,11635.482725,11820.026811,11947.663600
EC - Alfred Nzo District Municipality (DC44),Female,70-74,9297.605068,9216.836922,9232.655113,9324.397114,9472.294486
EC - Alfred Nzo District Municipality (DC44),Female,75-79,7554.986819,7588.171360,7569.999274,7507.790549,7397.820311
EC - Alfred Nzo District Municipality (DC44),Female,80+,11986.915939,11915.509144,11919.215950,11965.718235,12049.860363
EC - Buffalo City Metropolitan Municipality,Male,0-4,28542.009871,27728.453292,26751.356321,25644.835415,24492.716280
EC - Buffalo City Metropolitan Municipality,Male,5-9,32693.481718,31632.998511,30728.960704,29937.500278,29152.150149
EC - Buffalo City Metropolitan Municipality,Male,10-14,38509.537043,37503.446358,36326.973768,35072.660173,33893.261475
EC - Buffalo City Metropolitan Municipality,Male,15-19,32822.979315,33883.777946,34831.230646,35659.727124,36155.423476
EC - Buffalo City Metropolitan Municipality,Male,20-24,24352.360964,24291.131132,24499.083342,24904.150773,25528.322517
EC - Buffalo City Metropolitan Municipality,Male,25-29,26008.794154,24664.627513,23408.909661,22220.489269,21170.196706
EC - Buffalo City Metropolitan Municipality,Male,30-34,31469.673845,30189.448052,28844.940408,27520.566401,26178.555003
EC - Buffalo City Metropolitan Municipality,Male,35-39,33655.099874,33349.363507,32920.409508,32287.854447,31165.910099
EC - Buffalo City Metropolitan Municipality,Male,40-44,29610.462567,30322.032339,30954.846361,31348.521555,31642.942492
EC - Buffalo City Metropolitan Municipality,Male,45-49,26022.444650,26197.378553,26359.979315,26642.249704,27195.171809
EC - Buffalo City Metropolitan Municipality,Male,50-54,20854.468812,21722.036583,22527.105952,23264.061691,23731.405726
EC - Buffalo City Metropolitan Municipality,Male,55-59,16531.170647,16751.781781,17052.447157,17453.840879,18054.066066
EC - Buffalo City Metropolitan Municipality,Male,60-64,13678.249299,13850.036223,14004.623534,14177.536571,14364.439333
EC - Buffalo City Metropolitan Municipality,Male,65-69,10928.941969,11133.731306,11312.474133,11482.684397,11632.353897
EC - Buffalo City Metropolitan Municipality,Male,70-74,7443.994681,7856.297728,8247.579482,8593.206942,8862.699026
EC - Buffalo City Metropolitan Municipality,Male,75-79,4075.285861,4236.966487,4478.410360,4811.518621,5230.590702
EC - Buffalo City Metropolitan Municipality,Male,80+,2501.919891,2619.715908,2748.690336,2892.087459,3047.972300
EC - Buffalo City Metropolitan Municipality,Female,0-4,27816.593605,27059.263070,26132.571275,25049.799818,23898.862778
EC - Buffalo City Metropolitan Municipality,Female,5-9,31619.057007,30603.003996,29741.625301,28998.520801,28267.424960
EC - Buffalo City Metropolitan Municipality,Female,10-14,37385.231213,36341.821748,35164.598453,33928.932618,32779.969440
EC - Buffalo City Metropolitan Municipality,Female,15-19,32031.343945,33148.157571,34076.487279,34829.092528,35212.222678
EC - Buffalo City Metropolitan Municipality,Female,20-24,23444.998572,23284.762809,23521.552511,24072.513265,24890.024266
EC - Buffalo City Metropolitan Municipality,Female,25-29,24398.576808,23139.784204,21809.677035,20436.228257,19214.538574
EC - Buffalo City Metropolitan Municipality,Female,30-34,29818.176545,28564.210745,27287.443891,26051.411651,24754.453792
EC - Buffalo City Metropolitan Municipality,Female,35-39,32184.309815,31907.165072,31518.334012,30922.808575,29875.722736
EC - Buffalo City Metropolitan Municipality,Female,40-44,29728.223962,30134.280544,30470.631107,30672.704921,30783.686754
EC - Buffalo City Metropolitan Municipality,Female,45-49,27762.176619,27700.644094,27618.276045,27627.239623,27858.651224
EC - Buffalo City Metropolitan Municipality,Female,50-54,24991.852159,25303.719091,25645.668771,25966.084635,26268.794475
EC - Buffalo City Metropolitan Municipality,Female,55-59,22979.751950,23057.892247,23188.870943,23299.119984,23406.079988
EC - Buffalo City Metropolitan Municipality,Female,60-64,21088.204487,21219.540561,21250.370976,21305.398902,21395.474723
EC - Buffalo City Metropolitan Municipality,Female,65-69,17468.197916,18077.270974,18545.968486,18941.146061,19238.663515
EC - Buffalo City Metropolitan Municipality,Female,70-74,11242.897331,12202.464504,13201.762423,14085.367501,14818.897503
EC - Buffalo City Metropolitan Municipality,Female,75-79,6698.304779,6753.161618,6979.690743,7459.231355,8216.829851
EC - Buffalo City Metropolitan Municipality,Female,80+,7192.188800,7380.757899,7615.119842,7878.386055,8169.576102
EC - Nelson Mandela Bay Metropolitan Municipality,Male,0-4,43362.891806,42244.615127,40934.941997,39491.350026,38026.267430
EC - Nelson Mandela Bay Metropolitan Municipality,Male,5-9,47118.592454,46031.541016,45117.176161,44344.308533,43603.570445
EC - Nelson Mandela Bay Metropolitan Municipality,Male,10-14,52140.550653,51174.936128,49971.370703,48620.981057,47314.180728
EC - Nelson Mandela Bay Metropolitan Municipality,Male,15-19,44608.149044,46110.587976,47382.711597,48451.434601,49082.221153
EC - Nelson Mandela Bay Metropolitan Municipality,Male,20-24,35752.451265,35558.142883,35751.650160,36263.804878,37073.344022
EC - Nelson Mandela Bay Metropolitan Municipality,Male,25-29,39818.547867,38127.087101,36572.977645,35050.055107,33646.791756
EC - Nelson Mandela Bay Metropolitan Municipality,Male,30-34,48672.792827,46978.076245,45185.149681,43476.948560,41814.473683
EC - Nelson Mandela Bay Metropolitan Municipality,Male,35-39,51133.077647,51104.647508,50935.916992,50443.902712,49161.903084
EC - Nelson Mandela Bay Metropolitan Municipality,Male,40-44,45006.045830,46098.921923,47154.590488,47952.687112,48712.069644
EC - Nelson Mandela Bay Metropolitan Municipality,Male,45-49,40389.909818,40527.723087,40674.963867,41032.287726,41848.368848
EC - Nelson Mandela Bay Metropolitan Municipality,Male,50-54,33742.938955,34903.357067,35944.394621,36893.270327,37445.664999
EC - Nelson Mandela Bay Metropolitan Municipality,Male,55-59,27342.444962,27752.116717,28250.947074,28862.176776,29741.600055
EC - Nelson Mandela Bay Metropolitan Municipality,Male,60-64,22144.865402,22584.920238,23026.480896,23485.527277,23929.202887
EC - Nelson Mandela Bay Metropolitan Municipality,Male,65-69,17779.026081,18021.188073,18252.849231,18527.548098,18835.191386
EC - Nelson Mandela Bay Metropolitan Municipality,Male,70-74,12600.269557,13172.939952,13699.464483,14151.053904,14488.696040
EC - Nelson Mandela Bay Metropolitan Municipality,Male,75-79,7310.878140,7606.130035,8009.578517,8527.668530,9140.016970
EC - Nelson Mandela Bay Metropolitan Municipality,Male,80+,5603.890393,5907.479706,6236.035202,6597.429922,6987.728366
EC - Nelson Mandela Bay Metropolitan Municipality,Female,0-4,43424.470446,42390.712220,41102.954957,39598.397643,38014.359485
EC - Nelson Mandela Bay Metropolitan Municipality,Female,5-9,47399.040075,46398.256746,45553.647376,44828.503756,44109.743834
EC - Nelson Mandela Bay Metropolitan Municipality,Female,10-14,53286.606174,52128.736603,50912.714193,49681.521870,48538.473963
EC - Nelson Mandela Bay Metropolitan Municipality,Female,15-19,46308.898903,47964.029885,49128.311374,49921.554834,50250.531878
EC - Nelson Mandela Bay Metropolitan Municipality,Female,20-24,36476.363997,36281.063456,36729.404766,37697.614820,38982.691891
EC - Nelson Mandela Bay Metropolitan Municipality,Female,25-29,38402.854243,36938.046588,35417.304614,33771.349199,32275.554501
EC - Nelson Mandela Bay Metropolitan Municipality,Female,30-34,47689.647931,45792.849069,43887.031647,42149.582669,40459.032946
EC - Nelson Mandela Bay Metropolitan Municipality,Female,35-39,51891.755811,51719.340351,51335.170759,50591.080099,49098.324187
EC - Nelson Mandela Bay Metropolitan Municipality,Female,40-44,47597.574380,48597.171602,49523.752637,50231.293928,50767.219765
EC - Nelson Mandela Bay Metropolitan Municipality,Female,45-49,44322.195130,44354.524417,44393.425374,44657.060829,45363.012185
EC - Nelson Mandela Bay Metropolitan Municipality,Female,50-54,39119.434508,39877.171091,40677.592412,41414.077390,42105.319914
