Name ,Sex,Age,2022,2023,2024,2025,2026
LIM - Vhembe District Municipality (DC34),Female,75-79,10086.750614,10780.884244,11529.040983,12361.447662,13260.851942
LIM - Vhembe District Municipality (DC34),Female,80+,14382.883329,14054.433942,13818.118248,13632.514741,13489.254771
LIM - Capricorn District Municipality (DC35),Male,0-4,76125.619458,74863.124780,73196.562189,71291.054063,69378.508282
LIM - Capricorn District Municipality (DC35),Male,5-9,76419.008260,76188.912603,76082.873287,76030.810337,75868.426297
LIM - Capricorn District Municipality (DC35),Male,10-14,77823.871572,77608.987608,77274.153948,76630.497638,75926.194323
LIM - Capricorn District Municipality (DC35),Male,15-19,67458.509360,67809.689424,68741.559929,70687.419712,72921.555169
LIM - Capricorn District Municipality (DC35),Male,20-24,46081.619035,46403.099472,46518.292932,46243.113339,46194.415674
LIM - Capricorn District Municipality (DC35),Male,25-29,44627.971440,42680.245339,40746.468082,38825.387418,36822.430153
LIM - Capricorn District Municipality (DC35),Male,30-34,47044.260961,46603.055180,45676.040226,44335.563574,42575.567089
LIM - Capricorn District Municipality (DC35),Male,35-39,43461.482876,44595.143662,45690.780256,46452.452146,46294.607772
LIM - Capricorn District Municipality (DC35),Male,40-44,34783.654953,36367.521360,37908.888999,39325.860762,40883.988067
LIM - Capricorn District Municipality (DC35),Male,45-49,27635.841270,28436.277752,29359.083093,30472.495801,31905.792782
LIM - Capricorn District Municipality (DC35),Male,50-54,22026.691715,22897.790007,23710.396141,24556.214927,25289.098095
LIM - Capricorn District Municipality (DC35),Male,55-59,17616.066109,18007.062609,18452.666398,18968.922404,19656.679264
LIM - Capricorn District Municipality (DC35),Male,60-64,13631.670109,14058.674730,14532.715149,15031.353320,15507.570453
LIM - Capricorn District Municipality (DC35),Male,65-69,10697.990671,10790.873735,10905.675419,11085.375486,11339.898412
LIM - Capricorn District Municipality (DC35),Male,70-74,8181.674156,8335.300367,8459.246070,8562.551473,8630.466747
LIM - Capricorn District Municipality (DC35),Male,75-79,5509.881831,5694.493415,5880.066774,6056.548470,6207.187310
LIM - Capricorn District Municipality (DC35),Male,80+,8452.392363,8591.507278,8702.868462,8808.556383,8908.768527
LIM - Capricorn District Municipality (DC35),Female,0-4,73548.141854,72292.916618,70765.314831,69037.226220,67289.336340
LIM - Capricorn District Municipality (DC35),Female,5-9,74013.182504,73737.739146,73549.732891,73451.683490,73365.010967
LIM - Capricorn District Municipality (DC35),Female,10-14,74337.906571,73944.774399,73605.269498,73080.780362,72520.813586
LIM - Capricorn District Municipality (DC35),Female,15-19,64143.251074,64612.531867,65282.249322,66680.615229,68279.250404
LIM - Capricorn District Municipality (DC35),Female,20-24,44072.671198,44338.508067,44537.763104,44466.096804,44552.014483
LIM - Capricorn District Municipality (DC35),Female,25-29,42650.325934,41096.226342,39397.687789,37485.040573,35405.947106
LIM - Capricorn District Municipality (DC35),Female,30-34,48579.608333,47438.659637,46111.105300,44730.129345,43140.233635
LIM - Capricorn District Municipality (DC35),Female,35-39,47369.616193,48149.611126,48829.108180,49121.225922,48556.175982
LIM - Capricorn District Municipality (DC35),Female,40-44,40676.688745,41791.008739,42900.861736,43941.523061,45020.074201
LIM - Capricorn District Municipality (DC35),Female,45-49,36997.508624,37115.265627,37191.224751,37464.402177,38165.483280
LIM - Capricorn District Municipality (DC35),Female,50-54,31697.367534,32578.348130,33550.506971,34423.194796,35155.386092
LIM - Capricorn District Municipality (DC35),Female,55-59,29541.477610,29689.736840,29759.489507,29858.493847,30122.040211
LIM - Capricorn District Municipality (DC35),Female,60-64,24449.605399,25369.248622,26336.534304,27249.179419,27952.549871
LIM - Capricorn District Municipality (DC35),Female,65-69,20731.440907,20988.972429,21209.148181,21565.934582,22096.151312
LIM - Capricorn District Municipality (DC35),Female,70-74,17137.796059,17503.956480,17905.346912,18233.649929,18479.434756
LIM - Capricorn District Municipality (DC35),Female,75-79,12858.966971,13245.697048,13639.483273,14062.036789,14485.772367
LIM - Capricorn District Municipality (DC35),Female,80+,20660.439609,21121.361440,21708.985666,22373.954913,23112.658627
LIM - Waterberg District Municipality (DC36),Male,0-4,37069.973168,36107.704268,34816.203578,33301.037146,31725.721864
LIM - Waterberg District Municipality (DC36),Male,5-9,38059.949752,37860.456567,37742.066832,37644.234599,37444.007801
LIM - Waterberg District Municipality (DC36),Male,10-14,39103.450999,38923.887304,38608.220267,38231.285322,37900.729333
LIM - Waterberg District Municipality (DC36),Male,15-19,31455.211292,32894.874807,34294.006635,35549.248097,36457.271387
LIM - Waterberg District Municipality (DC36),Male,20-24,26991.445857,26638.529197,26444.022438,26491.619566,26894.924081
LIM - Waterberg District Municipality (DC36),Male,25-29,30940.031016,29742.800414,28806.892658,28068.388189,27440.784659
LIM - Waterberg District Municipality (DC36),Male,30-34,34720.234212,34287.328790,33610.183766,32814.630716,32022.635631
LIM - Waterberg District Municipality (DC36),Male,35-39,33832.346484,34421.121554,34982.557526,35374.934158,35212.152108
LIM - Waterberg District Municipality (DC36),Male,40-44,27388.060371,28638.007048,29880.845956,30989.729215,32139.509536
LIM - Waterberg District Municipality (DC36),Male,45-49,22328.863080,22811.226592,23336.706811,24024.253947,25024.728385
LIM - Waterberg District Municipality (DC36),Male,50-54,17571.704498,18384.044176,19160.870548,19924.323490,20517.892740
LIM - Waterberg District Municipality (DC36),Male,55-59,13761.365235,14067.791515,14430.911169,14874.824139,15486.613441
LIM - Waterberg District Municipality (DC36),Male,60-64,10610.165297,10948.029269,11290.334840,11642.027991,11986.558459
LIM - Waterberg District Municipality (DC36),Male,65-69,7824.709876,8023.212529,8245.031544,8498.041918,8772.504843
LIM - Waterberg District Municipality (DC36),Male,70-74,5275.401637,5427.235681,5600.818919,5793.252558,5985.164982
LIM - Waterberg District Municipality (DC36),Male,75-79,2971.702122,2996.942763,3061.441570,3169.525414,3319.944319
LIM - Waterberg District Municipality (DC36),Male,80+,2831.234515,2607.907642,2430.875221,2290.830919,2177.342809
LIM - Waterberg District Municipality (DC36),Female,0-4,35900.149568,35032.194067,33896.271118,32551.959307,31138.586467
LIM - Waterberg District Municipality (DC36),Female,5-9,36804.024359,36671.524438,36612.553778,36600.192163,36539.592517
LIM - Waterberg District Municipality (DC36),Female,10-14,37203.611922,37129.144966,36942.990700,36680.605961,36457.793291
LIM - Waterberg District Municipality (DC36),Female,15-19,29478.689774,30853.564219,32211.818050,33506.669344,34493.549594
LIM - Waterberg District Municipality (DC36),Female,20-24,23079.095644,22970.798683,22968.101609,23173.474228,23732.513497
LIM - Waterberg District Municipality (DC36),Female,25-29,24021.641810,23505.991101,23062.872635,22581.243827,22058.007699
LIM - Waterberg District Municipality (DC36),Female,30-34,27786.437007,27230.074310,26646.252573,26163.633487,25775.027128
LIM - Waterberg District Municipality (DC36),Female,35-39,27670.731903,28048.699908,28418.778480,28638.431247,28451.910508
LIM - Waterberg District Municipality (DC36),Female,40-44,24341.844991,24912.108328,25477.235936,26005.577149,26572.761506
LIM - Waterberg District Municipality (DC36),Female,45-49,22513.527420,22584.115940,22575.434093,22666.074331,23010.602633
LIM - Waterberg District Municipality (DC36),Female,50-54,18323.201480,19126.908640,19991.149034,20743.792365,21332.535829
LIM - Waterberg District Municipality (DC36),Female,55-59,16432.666273,16569.480743,16693.577725,16885.878342,17227.515575
LIM - Waterberg District Municipality (DC36),Female,60-64,13449.826164,13939.218890,14480.966112,15012.522231,15444.626777
LIM - Waterberg District Municipality (DC36),Female,65-69,11550.574626,11654.442610,11703.931012,11828.874715,12066.234625
LIM - Waterberg District Municipality (DC36),Female,70-74,8871.696639,9288.265032,9701.141321,10009.108629,10201.008874
LIM - Waterberg District Municipality (DC36),Female,75-79,5815.041979,5944.276217,6171.093848,6528.664564,7007.503855
LIM - Waterberg District Municipality (DC36),Female,80+,8365.246851,8440.951996,8568.629103,8727.087578,8913.865352
LIM - Sekhukhune District Municipality (DC47),Male,0-4,73379.928368,73042.207067,73208.607825,73854.549438,74844.293518
LIM - Sekhukhune District Municipality (DC47),Male,5-9,75611.970722,75499.650065,75094.021185,74635.069418,74498.704238
LIM - Sekhukhune District Municipality (DC47),Male,10-14,73266.554989,74155.407003,75058.410418,75599.908870,75660.985951
LIM - Sekhukhune District Municipality (DC47),Male,15-19,61799.209559,63237.695048,64800.030997,66868.340310,69105.610151
LIM - Sekhukhune District Municipality (DC47),Male,20-24,47075.034149,47254.708207,47702.546606,48244.519337,49082.599199
LIM - Sekhukhune District Municipality (DC47),Male,25-29,49020.450265,47046.016895,45299.273789,43795.007975,42508.177250
LIM - Sekhukhune District Municipality (DC47),Male,30-34,52404.714497,52038.705871,51136.299901,49827.009648,48237.315559
LIM - Sekhukhune District Municipality (DC47),Male,35-39,48333.931066,49938.382700,51308.763140,52304.248937,52354.813012
LIM - Sekhukhune District Municipality (DC47),Male,40-44,32713.166207,35957.814090,39203.259479,42130.906993,44920.991791
LIM - Sekhukhune District Municipality (DC47),Male,45-49,20679.201031,22089.728453,23756.909205,25827.430008,28453.463496
LIM - Sekhukhune District Municipality (DC47),Male,50-54,14207.334899,14956.989894,15763.468888,16736.545468,17811.083823
LIM - Sekhukhune District Municipality (DC47),Male,55-59,10521.131602,10719.864973,11010.169988,11396.297996,11942.851472
LIM - Sekhukhune District Municipality (DC47),Male,60-64,7831.453963,7914.407115,8051.391130,8235.830782,8446.336731
LIM - Sekhukhune District Municipality (DC47),Male,65-69,5848.924732,5732.761100,5632.605283,5573.772401,5567.886396
LIM - Sekhukhune District Municipality (DC47),Male,70-74,3943.313680,3882.923351,3827.719646,3764.157497,3679.420986
LIM - Sekhukhune District Municipality (DC47),Male,75-79,1955.741838,1811.557795,1727.436759,1700.023223,1719.971505
LIM - Sekhukhune District Municipality (DC47),Male,80+,2089.457869,2047.294098,2014.035644,1990.403887,1973.470287
LIM - Sekhukhune District Municipality (DC47),Female,0-4,70992.694427,70585.397406,70766.133140,71438.457174,72444.984143
LIM - Sekhukhune District Municipality (DC47),Female,5-9,72956.328175,72795.321658,72342.637911,71891.968271,71859.930916
LIM - Sekhukhune District Municipality (DC47),Female,10-14,69714.536819,70472.125661,71285.020298,71760.538780,71784.530871
LIM - Sekhukhune District Municipality (DC47),Female,15-19,58749.359888,60068.839062,61431.601122,63221.389799,65102.546367
LIM - Sekhukhune District Municipality (DC47),Female,20-24,45228.599631,45014.234733,45133.454923,45500.004067,46270.029646
LIM - Sekhukhune District Municipality (DC47),Female,25-29,46950.291367,45336.153044,43621.194141,41754.204902,39911.082386
LIM - Sekhukhune District Municipality (DC47),Female,30-34,52927.646895,52013.334820,50875.341282,49697.794998,48377.403680
LIM - Sekhukhune District Municipality (DC47),Female,35-39,48876.168173,50369.536008,51677.018369,52502.935009,52377.383207
LIM - Sekhukhune District Municipality (DC47),Female,40-44,37810.104937,39828.621273,41796.509613,43655.449536,45540.953448
LIM - Sekhukhune District Municipality (DC47),Female,45-49,29041.625369,30044.030817,31151.966636,32487.963224,34215.118604
LIM - Sekhukhune District Municipality (DC47),Female,50-54,22454.236795,23190.898811,24127.910896,25165.266135,26294.350527
LIM - Sekhukhune District Municipality (DC47),Female,55-59,20868.452141,20717.205078,20545.394551,20472.172740,20622.474225
LIM - Sekhukhune District Municipality (DC47),Female,60-64,17473.840602,17922.890241,18440.249948,18904.321536,19191.328984
LIM - Sekhukhune District Municipality (DC47),Female,65-69,16019.183221,15758.425445,15484.750802,15369.246979,15444.099082
LIM - Sekhukhune District Municipality (DC47),Female,70-74,13790.676246,13881.803756,13969.117097,13952.565736,13834.013399
LIM - Sekhukhune District Municipality (DC47),Female,75-79,9586.085353,9807.591722,10061.610825,10364.259217,10689.266186
LIM - Sekhukhune District Municipality (DC47),Female,80+,11744.797123,11653.031119,11635.432139,11660.094848,11721.776572
NW - Bojanala Platinum District Municipality (DC37),Male,0-4,86123.798494,86274.998663,86105.291994,85761.707373,85476.847108
NW - Bojanala Platinum District Municipality (DC37),Male,5-9,84611.584138,84958.548953,85550.255527,86350.785089,87234.960067
NW - Bojanala Platinum District Municipality (DC37),Male,10-14,87330.633333,87374.291166,87132.707123,86805.171234,86541.756996
NW - Bojanala Platinum District Municipality (DC37),Male,15-19,74554.980915,79160.169482,82722.053521,85217.827832,86621.153520
NW - Bojanala Platinum District Municipality (DC37),Male,20-24,71571.777515,72254.520161,73688.581341,75783.154548,78252.874916
NW - Bojanala Platinum District Municipality (DC37),Male,25-29,92498.075892,90184.243068,88758.165959,87867.950716,87375.157322
NW - Bojanala Platinum District Municipality (DC37),Male,30-34,113376.221520,111989.376377,110158.942661,108518.728462,107335.430782
NW - Bojanala Platinum District Municipality (DC37),Male,35-39,110046.847997,113309.427599,116452.098316,118842.321417,119251.893932
NW - Bojanala Platinum District Municipality (DC37),Male,40-44,88863.231295,93444.429287,97935.070022,102107.109391,106639.507478
NW - Bojanala Platinum District Municipality (DC37),Male,45-49,70220.813447,72917.856206,75814.435002,79170.387176,83385.608130
NW - Bojanala Platinum District Municipality (DC37),Male,50-54,53757.966228,56655.602523,59663.700727,62819.466044,65593.026877
NW - Bojanala Platinum District Municipality (DC37),Male,55-59,43587.356541,44306.476761,45200.899080,46463.289766,48452.316800
NW - Bojanala Platinum District Municipality (DC37),Male,60-64,34485.530053,35808.539058,37010.374744,38135.296333,39159.698968
NW - Bojanala Platinum District Municipality (DC37),Male,65-69,23462.531427,24868.451699,26349.103530,27840.079232,29258.356067
NW - Bojanala Platinum District Municipality (DC37),Male,70-74,14075.432665,14914.230747,15842.262337,16916.324769,18096.858097
NW - Bojanala Platinum District Municipality (DC37),Male,75-79,7909.651727,8379.419661,8837.115418,9283.014968,9720.730766
NW - Bojanala Platinum District Municipality (DC37),Male,80+,5189.774404,5446.759958,5733.623953,6054.148082,6403.142776
NW - Bojanala Platinum District Municipality (DC37),Female,0-4,84529.241715,84681.053000,84531.495775,84158.562944,83786.900523
NW - Bojanala Platinum District Municipality (DC37),Female,5-9,82406.213687,82827.508816,83451.907832,84278.272800,85203.282587
NW - Bojanala Platinum District Municipality (DC37),Female,10-14,84200.335985,84293.826761,84198.372955,84010.232359,83867.400325
NW - Bojanala Platinum District Municipality (DC37),Female,15-19,71151.875890,75468.094351,78855.302432,81367.207391,82897.059528
NW - Bojanala Platinum District Municipality (DC37),Female,20-24,62902.672001,63462.595400,64956.548045,67301.080275,70206.220342
NW - Bojanala Platinum District Municipality (DC37),Female,25-29,72807.225170,71300.842923,70206.230235,69324.380658,68779.768294
NW - Bojanala Platinum District Municipality (DC37),Female,30-34,85075.776379,84224.137300,82970.295448,81788.722674,80835.203591
NW - Bojanala Platinum District Municipality (DC37),Female,35-39,81059.442030,83830.847650,86472.936020,88478.688492,88978.687542
NW - Bojanala Platinum District Municipality (DC37),Female,40-44,66230.697673,69412.603731,72658.517060,75857.797692,79225.057139
NW - Bojanala Platinum District Municipality (DC37),Female,45-49,56137.412405,57399.154575,58720.321766,60464.820109,63009.607723
NW - Bojanala Platinum District Municipality (DC37),Female,50-54,44933.811480,46982.948518,49137.454075,51221.142329,53251.320094
NW - Bojanala Platinum District Municipality (DC37),Female,55-59,37060.278619,38170.668427,39382.149802,40649.729424,42037.532677
NW - Bojanala Platinum District Municipality (DC37),Female,60-64,29955.886594,30994.862292,32027.038300,33155.061866,34335.464690
NW - Bojanala Platinum District Municipality (DC37),Female,65-69,23050.444479,23968.737334,24844.411718,25767.245059,26721.238284
NW - Bojanala Platinum District Municipality (DC37),Female,70-74,15993.220266,16773.585443,17655.284924,18512.466067,19325.643846
NW - Bojanala Platinum District Municipality (DC37),Female,75-79,11121.597740,11282.744675,11518.683430,11888.639048,12401.291500
NW - Bojanala Platinum District Municipality (DC37),Female,80+,14191.353476,14584.933624,15076.168419,15630.752096,16246.132675
NW - Ngaka Modiri Molema District Municipality (DC38),Male,0-4,46552.934546,46953.918199,47398.932331,47887.299852,48441.014411
NW - Ngaka Modiri Molema District Municipality (DC38),Male,5-9,46222.545121,45805.641537,45581.825631,45558.974449,45712.298468
NW - Ngaka Modiri Molema District Municipality (DC38),Male,10-14,49878.081239,49224.980868,48433.550030,47556.095381,46734.271731
NW - Ngaka Modiri Molema District Municipality (DC38),Male,15-19,42843.664918,44243.477497,45525.189165,46725.988779,47577.138395
NW - Ngaka Modiri Molema District Municipality (DC38),Male,20-24,35334.341880,35249.873090,35254.100318,35415.460812,35902.557274
NW - Ngaka Modiri Molema District Municipality (DC38),Male,25-29,36517.729349,35836.635800,35260.455305,34588.938686,33764.145979
NW - Ngaka Modiri Molema District Municipality (DC38),Male,30-34,38190.882764,37970.105714,37579.052019,37145.771795,36661.490060
NW - Ngaka Modiri Molema District Municipality (DC38),Male,35-39,34544.141901,35462.381912,36388.057070,37106.646212,37223.300648
NW - Ngaka Modiri Molema District Municipality (DC38),Male,40-44,27521.398445,28568.717603,29620.380769,30653.316281,31876.895073
NW - Ngaka Modiri Molema District Municipality (DC38),Male,45-49,21492.423467,22047.893408,22709.573187,23479.999845,24462.013205
NW - Ngaka Modiri Molema District Municipality (DC38),Male,50-54,18059.994506,18384.542502,18644.616428,18986.812630,19320.468614
NW - Ngaka Modiri Molema District Municipality (DC38),Male,55-59,14574.352381,14843.634355,15162.817989,15479.002772,15841.012667
NW - Ngaka Modiri Molema District Municipality (DC38),Male,60-64,11561.072248,11786.204122,11974.131520,12182.090387,12418.064793
NW - Ngaka Modiri Molema District Municipality (DC38),Male,65-69,8009.819770,8319.408096,8662.069974,8992.150655,9279.370900
NW - Ngaka Modiri Molema District Municipality (DC38),Male,70-74,5441.666082,5419.044815,5455.536016,5582.786904,5780.196957
NW - Ngaka Modiri Molema District Municipality (DC38),Male,75-79,3531.666094,3566.701087,3573.581808,3537.629816,3454.931257
NW - Ngaka Modiri Molema District Municipality (DC38),Male,80+,2136.177432,2244.707784,2364.739749,2498.242317,2643.260603
NW - Ngaka Modiri Molema District Municipality (DC38),Female,0-4,46057.516550,46461.286628,46869.702196,47255.468699,47661.916435
NW - Ngaka Modiri Molema District Municipality (DC38),Female,5-9,45611.123053,45224.137181,45051.998986,45105.776269,45346.211445
NW - Ngaka Modiri Molema District Municipality (DC38),Female,10-14,49593.335359,48759.439435,47871.570736,46970.322068,46171.440620
NW - Ngaka Modiri Molema District Municipality (DC38),Female,15-19,43230.854159,44817.994924,46027.546282,46954.743332,47445.012365
NW - Ngaka Modiri Molema District Municipality (DC38),Female,20-24,35323.723799,35302.858578,35624.799248,36281.835342,37255.286982
NW - Ngaka Modiri Molema District Municipality (DC38),Female,25-29,35348.647886,34768.515701,34178.565422,33448.281827,32675.086050
NW - Ngaka Modiri Molema District Municipality (DC38),Female,30-34,37147.848168,36855.066157,36438.290322,36013.550726,35534.245603
NW - Ngaka Modiri Molema District Municipality (DC38),Female,35-39,34311.808793,35148.844240,35965.599317,36576.197286,36632.431825
NW - Ngaka Modiri Molema District Municipality (DC38),Female,40-44,28090.483297,29078.681200,30091.014532,31094.169949,32178.680820
NW - Ngaka Modiri Molema District Municipality (DC38),Female,45-49,24040.651617,24284.138296,24562.220307,24995.863027,25730.662603
NW - Ngaka Modiri Molema District Municipality (DC38),Female,50-54,20376.002016,20855.063942,21350.122622,21827.856596,22314.709930
NW - Ngaka Modiri Molema District Municipality (DC38),Female,55-59,17739.590154,17991.412801,18288.706550,18581.965849,18879.931288
NW - Ngaka Modiri Molema District Municipality (DC38),Female,60-64,15081.080086,15337.746560,15584.099738,15868.147154,16171.209675
NW - Ngaka Modiri Molema District Municipality (DC38),Female,65-69,12654.931950,12866.181228,13024.275003,13200.282059,13393.886688
NW - Ngaka Modiri Molema District Municipality (DC38),Female,70-74,9631.722168,9959.674370,10307.806337,10593.564900,10807.371351
NW - Ngaka Modiri Molema District Municipality (DC38),Female,75-79,7121.831502,7162.065307,7254.380036,7429.747422,7682.515226
NW - Ngaka Modiri Molema District Municipality (DC38),Female,80+,7683.312078,8033.395365,8429.361513,8855.364221,9312.107423
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,0-4,26615.928247,26630.060541,26289.601020,25694.593025,25031.138348
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,5-9,25286.792296,25055.064984,25144.734582,25412.745216,25608.736105
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,10-14,28907.398573,28067.511281,27093.015497,26158.809155,25486.441000
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,15-19,23934.069448,24733.226979,25550.317931,26331.235806,26826.303241
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,20-24,17408.359608,17415.732735,17389.196193,17370.553644,17547.015472
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,25-29,16692.168204,16258.622289,15839.076905,15371.740282,14811.106280
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,30-34,16173.152971,16185.985970,16075.189301,15858.957625,15524.215289
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,35-39,13892.917619,14276.695821,14692.222331,15038.754012,15130.144309
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,40-44,10940.998337,11285.271159,11634.176867,11985.973881,12436.730484
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,45-49,8919.890438,9003.610658,9142.531420,9339.649277,9631.787763
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,50-54,7841.089529,7874.577222,7875.424389,7905.082281,7927.663601
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,55-59,6562.926592,6591.330971,6638.757592,6679.547893,6733.925457
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,60-64,5515.556452,5520.788007,5510.370317,5507.025027,5513.982348
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,65-69,4346.528618,4361.786525,4391.234444,4426.610245,4452.407358
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,70-74,3303.760130,3289.342071,3264.366245,3245.436218,3232.209794
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,75-79,2478.952734,2513.943275,2531.480578,2516.499882,2456.963179
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,80+,1836.218597,2016.588160,2181.632326,2346.093486,2514.025451
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,0-4,26023.352177,26019.997218,25689.533275,25104.310810,24439.379371
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,5-9,24993.499860,24723.625655,24755.838888,24969.426134,25138.210484
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,10-14,28851.631614,27909.292201,26893.797506,25952.875210,25269.859785
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,15-19,24581.012748,25471.710442,26195.289884,26746.158098,26965.645788
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,20-24,18375.805743,18405.175746,18549.351255,18809.017386,19246.208561
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,25-29,17445.650703,17082.697885,16692.963376,16221.414058,15702.323532
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,30-34,17849.208815,17699.044586,17459.280083,17180.133087,16832.048933
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,35-39,15991.498024,16420.193987,16853.552991,17174.959633,17202.316512
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,40-44,13159.042783,13536.651680,13916.994082,14312.250164,14779.296899
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,45-49,11230.238361,11348.204403,11480.893933,11670.885226,11978.327552
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,50-54,9494.962257,9667.695272,9877.634565,10094.153262,10317.432757
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,55-59,8836.801702,8798.488603,8762.399610,8740.135953,8760.129010
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,60-64,7733.755415,7836.427396,7944.321159,8047.922317,8117.382522
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,65-69,6998.912650,6971.555296,6917.157857,6891.551639,6902.217636
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,70-74,5969.610815,6052.389768,6131.958687,6165.030490,6150.478397
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,75-79,4758.020004,4790.301971,4836.663266,4907.819859,4992.968427
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,80+,5008.732473,5281.191130,5581.304024,5899.621659,6237.276433
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,0-4,37501.215835,37478.512777,37426.676812,37387.608520,37414.116017
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,5-9,37698.049012,37840.876800,38020.671472,38262.590564,38575.607698
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,10-14,38631.798760,38796.178579,38893.375563,38875.080088,38775.494869
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,15-19,34862.694349,36306.951299,37384.138664,38258.207208,38917.242711
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,20-24,30661.593260,31104.285494,31872.127229,32899.660340,34066.686679
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,25-29,32452.179453,32148.492039,32076.349744,32052.870020,32077.312886
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,30-34,35781.273232,35367.651234,34874.901447,34496.435407,34272.998564
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,35-39,33898.774382,34621.619988,35344.819519,35889.454643,35891.078706
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,40-44,27315.788378,28356.518486,29442.456739,30471.459659,31620.879872
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,45-49,22891.559059,23054.744298,23320.610429,23784.253950,24584.262825
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,50-54,19487.033675,19854.298187,20162.541456,20480.647799,20677.034703
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,55-59,16479.036102,16541.587632,16626.827762,16749.767267,16998.848198
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,60-64,13036.992989,13364.537138,13638.878472,13878.210542,14070.364196
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,65-69,8743.944650,9100.623762,9493.397588,9894.012326,10269.787173
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,70-74,5049.273117,5165.597089,5332.537410,5569.048597,5858.067708
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,75-79,2511.098017,2501.428505,2497.492989,2497.006932,2503.654128
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,80+,1704.232069,1745.281117,1808.690130,1889.205815,1982.270007
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,0-4,36956.002224,36892.400676,36836.519127,36794.730712,36804.037966
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,5-9,37362.025026,37494.116937,37610.720502,37768.876878,38017.259936
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,10-14,38395.155841,38528.416506,38654.533325,38679.739949,38593.200771
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,15-19,35429.689050,36954.950103,37976.583222,38687.915620,39141.051981
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,20-24,31558.240646,31812.359352,32599.955996,33871.131663,35377.100553
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,25-29,31593.559567,31520.207887,31523.931041,31412.210943,31323.350437
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,30-34,35441.480812,34915.129630,34297.991604,33827.982349,33530.331439
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,35-39,34511.039131,35341.846395,36158.780677,36755.586916,36764.718336
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,40-44,28787.748415,29901.449256,31023.623385,32110.479393,33261.387147
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,45-49,24687.509960,25005.009114,25390.507854,25957.290351,26840.405968
