Name ,Sex,Age,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
NC- ZF Mgcawu (DC8),Male,60-64,2750.925038,2706.299891,2673.394403,2657.612608,2669.587220,2690.542399,2733.768877,2792.971688,2869.839667,2966.656919,3076.954246,3180.809768,3283.162308,3374.678272,3450.434839,3523.237435,3592.537013,3656.640388,3722.356162,3743.095540
NC- ZF Mgcawu (DC8),Male,65-69,2292.581327,2288.723420,2286.348228,2275.777283,2248.965836,2212.275163,2174.243771,2146.311231,2137.890863,2154.611040,2191.987350,2245.087321,2307.640423,2378.172403,2459.462815,2562.833408,2661.946068,2757.510849,2840.880944,2857.554881
NC- ZF Mgcawu (DC8),Male,70-74,1444.396269,1516.252677,1564.291564,1595.266160,1610.520895,1630.273285,1652.746553,1676.637609,1689.829491,1684.696237,1676.853953,1667.587220,1665.011783,1672.448620,1693.820390,1726.304182,1765.795199,1816.207414,1878.013291,1906.907242
NC- ZF Mgcawu (DC8),Male,75-79,811.514369,775.576761,765.411934,780.134977,822.816852,847.673747,878.093401,909.967717,956.311594,1011.496981,1059.545914,1108.069353,1152.837218,1183.748311,1194.687107,1215.097121,1222.546341,1220.657703,1249.274460,1217.606435
NC- ZF Mgcawu (DC8),Male,80+,500.991247,512.461282,521.222129,533.464464,551.055813,554.840119,558.568150,562.632771,568.977870,576.959328,610.923595,643.685378,674.384145,708.775496,747.347527,791.422787,835.513208,879.339630,922.456183,963.021939
NC- ZF Mgcawu (DC8),Female,0-4,10814.490461,10771.115682,10762.359512,10800.955749,10891.913416,11030.301239,11321.035237,11606.487051,11890.498063,12125.606347,12210.623985,12283.107104,12353.720161,12392.514590,12400.826907,12498.092043,12581.646647,12629.492603,12667.076509,12730.161186
NC- ZF Mgcawu (DC8),Female,5-9,10639.785642,10614.518488,10654.893034,10705.431084,10740.500285,10733.793054,10710.641767,10708.786079,10765.448629,10925.644218,11234.921606,11578.272083,11819.741348,12021.641047,12151.713214,12210.839592,12266.530063,12342.089473,12399.617701,12416.754318
NC- ZF Mgcawu (DC8),Female,10-14,10560.011964,10564.905527,10551.591188,10558.230663,10595.030782,10628.896091,10628.224504,10681.916181,10725.554847,10716.663865,10670.537597,10620.027938,10636.178865,10743.543042,10935.004363,11269.099402,11629.421902,11875.629277,12062.546232,12185.236614
NC- ZF Mgcawu (DC8),Female,15-19,10327.587050,10552.376463,10706.504612,10784.334081,10716.565767,10786.696412,10836.108536,10820.131084,10793.389906,10783.315945,10826.879861,10851.192252,10902.703354,10893.986363,10828.571354,10804.510771,10793.614405,10832.797322,10930.997956,11089.520174
NC- ZF Mgcawu (DC8),Female,20-24,8923.446162,9343.319127,9815.104389,10274.865209,10696.469092,10956.790177,11178.318321,11398.229424,11600.625374,11659.279862,11620.719760,11573.097407,11528.342461,11529.135893,11570.506838,11509.314415,11444.445492,11462.456788,11462.654247,11400.752021
NC- ZF Mgcawu (DC8),Female,25-29,8470.653197,8514.601895,8561.664001,8683.256313,8952.496915,9347.250677,9841.389212,10389.843809,10860.326590,11307.251162,11630.611122,11911.174309,12155.179029,12328.932202,12351.525597,12368.021082,12359.938344,12306.053313,12224.414194,12129.612492
NC- ZF Mgcawu (DC8),Female,30-34,8076.431157,8185.263182,8290.041359,8390.219764,8503.204650,8580.601701,8609.661374,8714.728911,8913.730318,9268.635095,9686.195220,10185.233318,10720.160309,11222.608534,11706.608730,12047.259227,12349.498825,12627.708438,12836.276437,12838.386129
NC- ZF Mgcawu (DC8),Female,35-39,7493.377970,7572.148136,7658.696532,7717.441522,7752.704160,7783.555170,7865.578998,7992.954111,8131.597518,8307.218191,8443.697943,8538.449439,8674.140085,8893.156124,9262.874224,9715.577031,10240.229436,10781.336658,11276.793048,11726.901531
NC- ZF Mgcawu (DC8),Female,40-44,6727.955564,6793.967063,6844.355576,6904.556680,6974.307995,7005.738205,7053.007874,7142.737408,7231.043705,7325.257132,7401.312606,7537.147594,7692.710524,7857.625086,8052.507671,8227.561687,8352.462465,8506.311112,8738.156665,9089.302567
NC- ZF Mgcawu (DC8),Female,45-49,5863.362012,5964.161612,6039.064547,6096.707611,6146.760604,6213.590315,6251.439568,6296.604032,6376.123100,6485.328626,6558.115516,6648.941305,6761.704592,6862.213943,6962.007814,7072.852752,7237.323391,7414.760678,7600.107048,7787.478100
NC- ZF Mgcawu (DC8),Female,50-54,4922.058840,5003.030197,5099.238521,5179.518161,5251.373890,5308.020780,5385.790508,5453.448408,5528.108622,5609.174213,5712.787043,5790.108185,5863.408350,5953.825635,6062.600253,6151.334281,6258.952392,6387.048153,6510.424677,6611.240306
NC- ZF Mgcawu (DC8),Female,55-59,3920.603963,4052.338001,4157.928911,4252.475062,4342.325809,4423.396235,4485.424404,4566.291508,4654.389228,4745.989511,4828.209764,4930.609832,5016.657865,5097.557770,5176.964867,5287.267880,5367.740485,5439.255652,5527.550745,5605.683830
NC- ZF Mgcawu (DC8),Female,60-64,2816.501541,2917.833412,3054.012829,3193.297471,3327.536264,3464.789769,3582.881837,3675.313366,3772.430727,3870.617238,3973.412811,4057.786127,4153.580719,4241.471667,4324.268407,4414.591397,4521.393526,4608.889656,4687.125458,4711.739567
NC- ZF Mgcawu (DC8),Female,65-69,2339.989743,2348.484967,2347.749720,2359.705424,2388.171009,2441.646228,2535.535620,2652.071059,2783.325276,2917.173247,3056.421501,3179.800804,3286.222004,3386.567544,3480.466012,3581.209172,3665.068058,3760.434388,3849.054094,3880.135348
NC- ZF Mgcawu (DC8),Female,70-74,1560.427971,1677.073636,1783.118383,1857.565414,1896.476608,1905.204123,1907.444457,1913.939274,1952.580748,2011.101476,2092.611836,2197.073465,2313.619428,2426.754694,2537.366551,2660.339695,2775.755965,2879.060675,2975.043781,3017.776620
NC- ZF Mgcawu (DC8),Female,75-79,1182.102854,1080.294786,1024.086067,1033.266665,1112.223945,1222.997258,1325.040619,1396.070602,1447.220229,1463.994697,1469.777930,1486.661329,1520.482205,1573.238085,1644.534309,1727.711467,1797.267180,1865.329927,2023.511639,2087.237120
NC- ZF Mgcawu (DC8),Female,80+,902.240836,960.993417,1014.072385,1066.461014,1118.326741,1141.224410,1165.374432,1181.522905,1209.471657,1241.177671,1322.826526,1403.936586,1485.327605,1568.841851,1655.456853,1758.059753,1863.104016,1969.171100,2076.400718,2183.465505
NC - Frances Baard District Municipality (DC9),Male,0-4,17068.465066,17335.007563,17884.752276,18678.683616,19650.619568,20613.165685,21477.442273,21985.365837,22224.248391,22256.789085,22012.354151,21801.032196,21681.617370,21606.461182,21535.571649,21346.298571,21202.196937,21045.430134,20904.391384,20832.967538
NC - Frances Baard District Municipality (DC9),Male,5-9,17489.331074,17156.723142,16973.109868,16877.397135,16894.054353,16939.904594,17199.793721,17759.570893,18563.322913,19460.919121,20348.478568,21178.050870,21679.821229,21996.931108,22199.375675,22155.871212,22041.617721,21923.523705,21767.393262,21571.259389
NC - Frances Baard District Municipality (DC9),Male,10-14,18371.554032,18082.733466,17781.957489,17519.713511,17318.006794,17000.907587,16671.145872,16471.084404,16361.020550,16392.938516,16494.746666,16802.521427,17358.394362,18074.949423,18836.892150,19609.898456,20371.517263,20865.588049,21200.764832,21428.488825
NC - Frances Baard District Municipality (DC9),Male,15-19,18128.385222,18079.761734,18041.226903,18006.956834,17781.607807,17409.740210,17045.767466,16730.267524,16527.510196,16399.154386,16047.591513,15643.625944,15434.329590,15388.552381,15486.994400,15522.650255,15722.289919,16214.668088,16909.282978,17656.946463
NC - Frances Baard District Municipality (DC9),Male,20-24,14513.619932,15263.562061,15866.946921,16214.615894,16465.123185,16889.725060,17064.984292,17054.255432,16857.949908,16404.481000,16375.476506,16267.513701,15983.864464,15582.572284,15166.817405,15092.838604,14911.183135,14712.607134,14419.367306,14128.670573
NC - Frances Baard District Municipality (DC9),Male,25-29,13133.282672,13285.139825,13498.824533,13820.681335,14287.883488,14831.272807,15488.993804,16127.254018,16630.740705,17040.006406,17400.501524,17577.619108,17696.816668,17720.007806,17453.316723,17306.966322,17124.835811,16877.349917,16558.604728,16141.501855
NC - Frances Baard District Municipality (DC9),Male,30-34,12494.922538,12811.802991,13098.253531,13393.902459,13596.240282,13678.843480,13823.319437,14043.845053,14380.823324,14920.135207,15481.538660,16192.553889,16930.698579,17562.788485,18147.099429,18520.606103,18749.367619,18964.545641,19080.770982,18869.096267
NC - Frances Baard District Municipality (DC9),Male,35-39,11189.225655,11289.807488,11453.506960,11648.599941,11932.425121,12208.393216,12485.374706,12737.836778,13005.202454,13237.423398,13411.120189,13629.132172,13912.188046,14315.252253,14936.658185,15572.604734,16347.975052,17134.862417,17794.982992,18376.560413
NC - Frances Baard District Municipality (DC9),Male,40-44,10145.840743,10188.263605,10209.909715,10245.083838,10314.066061,10337.115670,10389.758204,10514.921193,10683.946079,10969.036094,11320.249268,11677.653731,12023.335552,12390.780223,12705.959222,12920.823728,13163.862164,13465.596490,13883.250918,14457.706633
NC - Frances Baard District Municipality (DC9),Male,45-49,8798.913207,8882.309847,8959.946193,9023.904443,9076.053548,9066.328073,9056.742257,9038.510608,9048.406261,9117.447193,9237.473331,9387.246221,9600.038781,9846.118848,10184.984336,10576.642404,10958.771071,11302.062602,11651.296147,11888.857907
NC - Frances Baard District Municipality (DC9),Male,50-54,7297.190007,7410.817395,7504.844038,7576.711552,7626.117926,7648.418878,7689.065661,7728.591889,7764.786027,7807.128188,7867.055307,7930.817375,7990.660510,8069.895155,8190.000079,8345.762790,8523.392370,8739.909306,8980.063514,9245.380637
NC - Frances Baard District Municipality (DC9),Male,55-59,5809.915956,5875.760315,5955.273081,6051.618333,6166.176267,6256.720383,6317.310285,6376.602690,6441.345747,6505.713095,6560.574850,6632.937983,6712.250039,6791.699980,6872.824023,6938.602176,7005.455247,7071.658340,7164.676309,7243.080197
NC - Frances Baard District Municipality (DC9),Male,60-64,4612.548125,4616.316055,4639.729143,4669.678826,4712.539838,4750.693875,4802.254319,4860.834282,4935.031180,5031.948970,5155.911484,5254.813074,5342.902361,5418.996123,5485.456247,5549.537069,5622.958764,5692.046797,5754.580741,5735.391501
NC - Frances Baard District Municipality (DC9),Male,65-69,3590.444256,3577.061692,3568.053042,3553.584308,3527.050250,3514.436778,3519.691054,3540.048569,3571.542120,3617.989377,3675.289975,3747.170888,3830.647141,3923.483901,4024.957395,4128.158943,4205.854667,4274.162170,4333.957828,4307.334887
NC - Frances Baard District Municipality (DC9),Male,70-74,2373.943308,2431.220748,2454.938868,2459.647136,2445.723115,2425.617711,2403.869337,2402.874371,2416.811245,2431.681856,2467.925676,2499.370000,2529.132129,2558.235930,2595.743812,2655.506905,2723.456063,2793.541671,2860.161213,2859.124584
NC - Frances Baard District Municipality (DC9),Male,75-79,1393.490827,1337.882667,1316.395253,1323.012238,1356.704502,1380.322997,1403.464320,1406.597334,1403.578588,1384.920250,1406.514523,1433.808898,1466.958013,1494.933887,1511.392411,1534.366381,1545.543834,1554.187949,1604.920325,1585.836082
NC - Frances Baard District Municipality (DC9),Male,80+,790.172832,806.327156,817.999000,834.886241,859.826271,834.639089,811.242414,789.997292,773.328253,759.953285,747.183093,738.713761,732.291978,733.122807,740.417595,719.840610,703.079022,689.058717,676.876861,664.894489
NC - Frances Baard District Municipality (DC9),Female,0-4,17668.027955,17801.912566,18071.495944,18466.228948,18969.381588,19645.172383,20358.422971,20846.839253,21150.607659,21286.951111,21184.796170,21048.784354,20920.530569,20759.513839,20564.071753,20411.994327,20262.251944,20078.882561,19896.529472,19757.730629
NC - Frances Baard District Municipality (DC9),Female,5-9,17757.599574,17438.547621,17298.412982,17240.040048,17210.721245,17166.424943,17245.322102,17510.101516,17954.608401,18523.306611,19245.567563,19958.622488,20405.732393,20699.387235,20826.793780,20784.980968,20687.525126,20569.497148,20383.143331,20122.402191
NC - Frances Baard District Municipality (DC9),Female,10-14,19194.184811,18808.818999,18378.118416,18013.674175,17767.711809,17415.512796,17093.953773,16919.866363,16817.213495,16768.522199,16687.994621,16748.733144,17023.716025,17478.340245,18043.186049,18676.897742,19342.647328,19787.562810,20097.504012,20268.503911
NC - Frances Baard District Municipality (DC9),Female,15-19,18369.361031,18531.469393,18712.383711,18824.512982,18664.355265,18286.264927,17850.440765,17400.478657,17071.558732,16871.848210,16511.326759,16159.417720,15985.194618,15903.644966,15896.537069,15785.998197,15797.111279,16046.749154,16495.080389,17057.952973
NC - Frances Baard District Municipality (DC9),Female,20-24,15420.816580,15770.293362,16106.217282,16391.990135,16694.138586,17011.490740,17271.885208,17441.053495,17442.471973,17150.027827,16949.578492,16643.491207,16236.588997,15828.403280,15496.213202,15304.212580,15066.558971,14887.317753,14668.047587,14433.552845
NC - Frances Baard District Municipality (DC9),Female,25-29,14633.316960,14517.996771,14349.879660,14241.740982,14296.604705,14609.721643,15002.569067,15431.152498,15740.705429,16018.354972,16337.824711,16615.969576,16815.357121,16840.474681,16557.675526,16423.722796,16196.970131,15857.506095,15452.993572,15012.913698
NC - Frances Baard District Municipality (DC9),Female,30-34,14129.659379,14178.200828,14224.850074,14252.469812,14259.836197,14148.096743,13940.149594,13846.567999,13878.007723,14093.453267,14386.108347,14761.522636,15193.417282,15612.884339,16023.198011,16284.312563,16538.562817,16793.381007,16941.822404,16757.203481
NC - Frances Baard District Municipality (DC9),Female,35-39,13233.771110,13263.467270,13286.371812,13245.556811,13163.861613,13091.981808,13099.340302,13153.695176,13186.572748,13244.661158,13304.264194,13269.600617,13252.424845,13309.320756,13545.819736,13941.436823,14407.607605,14867.151237,15260.850531,15615.852721
NC - Frances Baard District Municipality (DC9),Female,40-44,12019.839881,12006.989457,11991.952753,12003.235859,12021.149362,11941.202730,11881.547221,11897.381495,11917.235922,11944.042095,11971.487114,12091.216209,12237.940209,12383.493986,12542.310627,12616.811719,12599.921302,12623.619559,12754.552331,13030.371971
NC - Frances Baard District Municipality (DC9),Female,45-49,10901.304930,10924.750090,10852.774806,10746.088747,10653.747543,10647.725252,10605.044313,10575.433920,10590.961646,10642.143408,10692.080471,10765.613805,10866.759354,10941.389813,11011.785585,11106.111208,11268.759642,11425.851762,11564.891497,11683.043698
NC - Frances Baard District Municipality (DC9),Female,50-54,8909.280903,9090.796318,9314.706103,9467.099558,9529.779007,9536.520432,9521.875164,9453.862135,9399.105643,9373.676554,9445.327695,9487.632527,9531.235295,9600.314116,9690.913721,9769.967420,9869.741742,9990.689338,10092.456184,10146.351589
NC - Frances Baard District Municipality (DC9),Female,55-59,7458.120829,7564.236534,7594.096999,7627.917993,7703.781164,7824.822481,7961.180966,8145.723339,8306.358636,8409.619286,8470.703512,8519.276146,8511.361520,8498.937988,8504.679540,8592.789467,8647.598296,8696.149655,8768.723521,8815.362935
NC - Frances Baard District Municipality (DC9),Female,60-64,5267.985004,5512.896520,5825.238311,6107.890108,6326.536079,6494.035270,6576.058298,6593.686872,6648.323571,6754.338957,6911.123684,7080.863310,7288.113631,7454.694093,7561.248704,7635.467547,7698.639408,7710.495516,7716.897582,7657.694232
NC - Frances Baard District Municipality (DC9),Female,65-69,4365.048881,4332.941459,4296.889996,4304.856395,4366.259308,4488.492300,4706.398938,4960.378112,5207.095691,5414.952132,5590.618247,5694.117765,5758.193464,5840.491140,5953.488998,6121.002975,6293.683369,6488.020107,6638.986618,6651.400757
NC - Frances Baard District Municipality (DC9),Female,70-74,3132.260775,3274.934854,3396.129345,3465.673692,3480.695842,3442.124261,3392.758357,3371.382576,3435.707537,3558.890606,3747.856401,3989.140224,4227.610745,4415.069021,4555.734917,4695.758884,4794.473962,4883.378625,4995.313411,5053.797028
NC - Frances Baard District Municipality (DC9),Female,75-79,2382.286005,2217.061960,2121.608837,2124.486454,2225.159329,2384.622217,2524.919079,2595.609468,2615.849868,2561.065003,2484.562528,2445.870292,2475.390923,2585.081233,2773.918489,3018.326467,3221.073883,3375.040573,3634.532608,3659.739650
NC - Frances Baard District Municipality (DC9),Female,80+,1849.379960,1966.530975,2071.900073,2175.721886,2278.355329,2288.387713,2302.391584,2302.062711,2325.950139,2357.781755,2430.309238,2504.676294,2581.802186,2664.342345,2753.370246,2844.939809,2942.711439,3043.790055,3147.981920,3252.985849
NC - John Taolo Gaetsewe District Municipality (DC45),Male,0-4,11920.067926,11907.099605,11995.569001,12176.030303,12429.106225,12857.406580,13373.458842,13794.471438,14144.762046,14399.008448,14645.061062,14835.871906,14995.015615,15099.768938,15160.805133,15294.965358,15409.601294,15471.030258,15513.250182,15594.764039
NC - John Taolo Gaetsewe District Municipality (DC45),Male,5-9,12617.692769,12358.600123,12190.744493,12051.841041,11933.694963,11809.628182,11772.248741,11858.812464,12064.695292,12360.060443,12787.118798,13304.814601,13740.006978,14136.929064,14451.041905,14626.265892,14786.683390,14956.581756,15091.577829,15167.613600
NC - John Taolo Gaetsewe District Municipality (DC45),Male,10-14,13284.296729,13155.763959,12972.700851,12810.779484,12696.886600,12438.195963,12173.168149,12001.736501,11869.315634,11776.397247,11621.460054,11565.670362,11643.777225,11860.633799,12201.686362,12598.203291,13090.398192,13497.858350,13860.746490,14185.889518
NC - John Taolo Gaetsewe District Municipality (DC45),Male,15-19,11355.574094,11731.353102,12121.347773,12449.193864,12555.979189,12429.545961,12244.763995,12066.949398,11967.338909,11923.442589,11645.283500,11330.153279,11157.318764,11075.979961,11046.665529,10852.934959,10716.217683,10770.101718,11021.343207,11402.711233
NC - John Taolo Gaetsewe District Municipality (DC45),Male,20-24,7955.503401,8610.936104,9123.673417,9495.321063,9877.805818,10488.917930,10963.518266,11274.932362,11375.322397,11224.039983,11374.255138,11400.787661,11236.522318,10944.777848,10629.839659,10621.662650,10519.944738,10360.196570,10063.896508,9707.292717
NC - John Taolo Gaetsewe District Municipality (DC45),Male,25-29,5942.609361,6369.617268,6864.726018,7400.006992,7951.250736,8486.689550,9038.558013,9566.046537,10047.266962,10518.162259,10983.557886,11369.741243,11718.997146,11959.520824,11934.131166,11957.662331,11907.486343,11773.672288,11567.963226,11274.762740
NC - John Taolo Gaetsewe District Municipality (DC45),Male,30-34,5346.191621,5565.221221,5814.025869,6139.143320,6500.259080,6795.372223,7185.540588,7650.823042,8171.712184,8766.451164,9270.852242,9824.797441,10391.114258,10933.198964,11504.774410,11931.916688,12311.333230,12704.738458,13010.457040,13042.177967
NC - John Taolo Gaetsewe District Municipality (DC45),Male,35-39,4709.350690,4801.760190,4950.745751,5125.345189,5349.806269,5567.724193,5791.031487,6023.820149,6310.636133,6643.937988,6965.839325,7363.548697,7817.790462,8324.194180,8922.611577,9496.506552,10098.779667,10676.728235,11194.226461,11719.300940
NC - John Taolo Gaetsewe District Municipality (DC45),Male,40-44,4646.563605,4607.233606,4544.901838,4507.846432,4524.187602,4558.933109,4637.956411,4770.261940,4929.299068,5145.121016,5377.654399,5615.431301,5865.399520,6168.070438,6499.799707,6853.513496,7272.665914,7742.171752,8255.976787,8813.171314
NC - John Taolo Gaetsewe District Municipality (DC45),Male,45-49,3949.975792,4081.512168,4199.262865,4280.806773,4320.331370,4307.412207,4268.386452,4216.033336,4191.906412,4224.080151,4283.911321,4382.891586,4528.857742,4697.024254,4912.141075,5162.742741,5421.741615,5688.687626,6005.587998,6317.837361
NC - John Taolo Gaetsewe District Municipality (DC45),Male,50-54,3054.001830,3155.330272,3271.022350,3388.220019,3495.688913,3573.875329,3666.823891,3759.320268,3835.643018,3890.387060,3906.769333,3899.539846,3881.463787,3885.099949,3931.556329,3996.141071,4095.620945,4237.235632,4406.498849,4600.430120
NC - John Taolo Gaetsewe District Municipality (DC45),Male,55-59,2584.095472,2579.817204,2570.515767,2585.363762,2640.678819,2714.689951,2792.899297,2879.429615,2970.074596,3061.700593,3149.006309,3253.070849,3357.620663,3443.215127,3503.426188,3531.878050,3533.028399,3516.469708,3516.981954,3531.348236
NC - John Taolo Gaetsewe District Municipality (DC45),Male,60-64,1925.543462,1992.547439,2074.718147,2138.689152,2175.569922,2190.624318,2191.040431,2190.022222,2210.984115,2264.859988,2334.917282,2405.982740,2483.137477,2562.555616,2642.372868,2720.653899,2817.031060,2915.389697,2996.279887,3007.081444
NC - John Taolo Gaetsewe District Municipality (DC45),Male,65-69,1616.879248,1574.987683,1540.785253,1526.532589,1532.937614,1567.561170,1627.335294,1692.180220,1743.588160,1780.654881,1803.907930,1814.347607,1824.173999,1846.843837,1887.705875,1933.796647,1979.996387,2029.678717,2083.064293,2104.940845
NC - John Taolo Gaetsewe District Municipality (DC45),Male,70-74,1131.368357,1180.939413,1209.550398,1216.457956,1202.331066,1176.883725,1143.886152,1133.902697,1152.508930,1190.242759,1248.445215,1315.918193,1371.865457,1404.996388,1420.513976,1412.277360,1400.129439,1394.398807,1400.755982,1388.718905
NC - John Taolo Gaetsewe District Municipality (DC45),Male,75-79,665.934174,626.678158,616.452081,637.993491,696.808268,781.551122,848.111873,880.008694,883.535539,853.926253,802.907953,772.118268,775.314353,810.744698,874.953508,932.128005,973.551934,994.195833,1020.164753,975.251897
NC - John Taolo Gaetsewe District Municipality (DC45),Male,80+,417.977207,440.364495,461.878244,488.121350,521.367467,545.833203,568.983983,591.360744,615.211439,640.112704,675.859428,710.470080,742.952250,779.611581,820.941419,832.483913,846.224311,861.398210,877.251183,891.867139
NC - John Taolo Gaetsewe District Municipality (DC45),Female,0-4,11716.593023,11774.517206,11890.781636,12066.436335,12298.869605,12762.605915,13313.632890,13766.397564,14131.043960,14392.234847,14598.678511,14747.880857,14862.530955,14918.660000,14929.545590,15059.893826,15164.598172,15220.415129,15260.141945,15326.305383
NC - John Taolo Gaetsewe District Municipality (DC45),Female,5-9,12113.149800,11937.323371,11861.099518,11816.243595,11766.538118,11733.370582,11768.493248,11904.084718,12149.124798,12489.731336,12995.577736,13559.325176,13998.315131,14365.736209,14614.905178,14771.912570,14911.985895,15043.824597,15119.547831,15122.526190
NC - John Taolo Gaetsewe District Municipality (DC45),Female,10-14,12998.895187,12868.445999,12683.351128,12540.121566,12468.929747,12288.583714,12110.914460,12035.468037,12008.992650,12003.579973,11907.038848,11895.414901,12035.412840,12330.359606,12748.192099,13202.761417,13734.064936,14172.755414,14566.744786,14886.424799
NC - John Taolo Gaetsewe District Municipality (DC45),Female,15-19,11071.607956,11556.686204,12043.691134,12422.483808,12554.326800,12567.594559,12486.396228,12335.994254,12223.211710,12176.982433,12022.445175,11851.715100,11776.114746,11731.062609,11715.085917,11626.557726,11602.092090,11722.534968,11988.645372,12377.026014
NC - John Taolo Gaetsewe District Municipality (DC45),Female,20-24,8544.456304,8908.327477,9261.248268,9629.139920,10073.206095,10591.384769,11117.416825,11601.339805,11949.374489,12046.365926,12124.545345,12086.849911,11948.808895,11792.156770,11671.005857,11584.929163,11454.904747,11367.575237,11243.396397,11085.397049
NC - John Taolo Gaetsewe District Municipality (DC45),Female,25-29,7184.247744,7387.457633,7571.308614,7765.284542,8018.530655,8416.623035,8839.494254,9286.804443,9700.569237,10156.085697,10658.951131,11177.713984,11655.392288,11985.699779,12056.140254,12167.074759,12170.310056,12051.615873,11855.928392,11617.783122
NC - John Taolo Gaetsewe District Municipality (DC45),Female,30-34,6429.431458,6548.866074,6711.809240,6905.627124,7119.906261,7289.306674,7438.690856,7663.998604,7953.493799,8335.312528,8706.772999,9112.179395,9562.004679,10046.516086,10587.106054,11033.108223,11515.280508,12015.157756,12419.005655,12538.704748
NC - John Taolo Gaetsewe District Municipality (DC45),Female,35-39,6132.461187,6128.566184,6121.256023,6106.103635,6110.008551,6164.372953,6290.439756,6473.968798,6678.376492,6924.554874,7163.165300,7378.024704,7617.539959,7897.282166,8276.107625,8720.079223,9185.606198,9650.267801,10108.562927,10599.023416
NC - John Taolo Gaetsewe District Municipality (DC45),Female,40-44,5592.732068,5648.725577,5686.938638,5718.546923,5736.572800,5721.049969,5697.999317,5704.284468,5727.747120,5788.368334,5880.361368,6049.159414,6255.445232,6481.538344,6738.285193,6995.616950,7228.934844,7488.631023,7795.593830,8174.800316
NC - John Taolo Gaetsewe District Municipality (DC45),Female,45-49,4835.568482,4935.849424,5007.047353,5059.750706,5103.854620,5172.591610,5220.551356,5271.585419,5336.478819,5404.175720,5420.013033,5434.464829,5469.220148,5517.574432,5597.770530,5695.795045,5867.134019,6078.852945,6319.957069,6577.369749
NC - John Taolo Gaetsewe District Municipality (DC45),Female,50-54,3889.477662,3996.485718,4120.306003,4225.710779,4313.799224,4390.891386,4477.899231,4550.825035,4627.449171,4709.862037,4818.625628,4905.406561,4980.008804,5050.796377,5117.767164,5152.797785,5183.896405,5223.111956,5271.045892,5330.762498
NC - John Taolo Gaetsewe District Municipality (DC45),Female,55-59,3123.606666,3217.307388,3291.129074,3365.796515,3449.792951,3541.211306,3628.001449,3735.805741,3847.237419,3954.806257,4052.521577,4164.111786,4260.326889,4351.704780,4440.259295,4541.025183,4619.984094,4690.872527,4764.654518,4809.346334
NC - John Taolo Gaetsewe District Municipality (DC45),Female,60-64,2310.302129,2389.020854,2501.207602,2614.075721,2718.132979,2825.374113,2912.853736,2979.427077,3057.233554,3147.535495,3248.170653,3346.492491,3462.704036,3573.687757,3677.735496,3777.897929,3886.442887,3973.138033,4049.429533,4080.052887
NC - John Taolo Gaetsewe District Municipality (DC45),Female,65-69,2123.096385,2093.951849,2058.920485,2041.034921,2044.857090,2076.595061,2150.863334,2248.720298,2358.833469,2468.634709,2569.995850,2653.863358,2726.020924,2803.210099,2888.031764,2988.450770,3085.384484,3196.539193,3300.136137,3349.782617
NC - John Taolo Gaetsewe District Municipality (DC45),Female,70-74,1595.837489,1688.325826,1766.595904,1812.272111,1822.487098,1802.284385,1772.605126,1749.250467,1761.314484,1798.107583,1856.654779,1939.456718,2031.624642,2116.796986,2196.313393,2280.054901,2356.958880,2431.352411,2512.176586,2559.935634
NC - John Taolo Gaetsewe District Municipality (DC45),Female,75-79,1161.368523,1102.727337,1084.707231,1123.331516,1218.632538,1326.167467,1423.695492,1484.354077,1518.119999,1508.221424,1471.976733,1450.151043,1450.956271,1477.554075,1529.859033,1598.937079,1651.886533,1696.556653,1818.688473,1847.922797
NC - John Taolo Gaetsewe District Municipality (DC45),Female,80+,954.520944,1033.897646,1108.072346,1182.211492,1256.409683,1316.073938,1375.828932,1424.769633,1486.804755,1552.792677,1641.846213,1730.679694,1820.217523,1912.630623,2009.017707,2070.864228,2137.370670,2206.390960,2277.756967,2349.783738
EC - Sarah Baartman District Municipality (DC10),Male,0-4,18494.407696,18596.287087,18855.414550,19252.793298,19761.295879,20651.563037,21681.960473,22558.194816,23317.129412,23916.907332,24114.836210,23859.152490,23241.927808,22317.769616,21239.903999,20309.136724,19664.320540,19303.531965,19214.434515,19336.823859
EC - Sarah Baartman District Municipality (DC10),Male,5-9,20003.279367,19503.345212,19197.720714,18974.134572,18794.366340,18667.068126,18711.489545,18985.298385,19477.732450,20136.606365,21059.892465,22161.056194,23118.803374,23924.509625,24395.646984,24449.116815,24153.143716,23546.523180,22701.503117,21848.035712
EC - Sarah Baartman District Municipality (DC10),Male,10-14,22707.604620,22267.718997,21735.185045,21253.199358,20883.500800,20351.776653,19842.055514,19529.460096,19312.703252,19173.678414,18954.283015,18930.311573,19168.220746,19689.254161,20471.540080,21386.450609,22525.296082,23540.639581,24344.979045,24780.666205
EC - Sarah Baartman District Municipality (DC10),Male,15-19,21526.256369,21999.431811,22435.903021,22726.697196,22618.700794,22281.049573,21825.448670,21294.715046,20845.083700,20514.960173,19875.761092,19267.096829,18910.126035,18698.734757,18600.422413,18283.240903,18125.331923,18307.487387,18860.653847,19708.687864
