Dis_code,Age,Sex,District,Local,Loc_Code,Province_Code,Dis_Cod,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
DC20,10-14,Female,FS - Fezile Dabi District Municipality (DC20),FS203 : Ngwathe,FS203,FS,DC20,7487.61570624213,7234.48011035242,6950.04174418179,6699.56493544894,6519.44046317459,6323.37871266536,6165.5244646958,6073.47724729957,5991.56255169601,5887.71450600827,5734.24183319063,5600.61043166605,5513.6462697601,5500.6876821466,5577.9385328825,5725.62557832634,5936.50885974547,6114.19267027906,6240.51343900593,6273.18351798625,6176.44308888445,6035.40335053793,5872.57352663217,5707.73393719449,5569.6935793444,5452.97023990401,5392.18259617235,5358.36164462934,5335.38364462842,5308.42290478738
DC20,15-19,Female,FS - Fezile Dabi District Municipality (DC20),FS203 : Ngwathe,FS203,FS,DC20,6937.29960170836,6967.34062047405,7008.32753163451,7007.02760173083,6880.081364279,6628.24561068782,6342.9786947519,6054.84849921759,5830.08151193267,5677.30729956779,5470.30101797788,5293.86755320154,5185.49898254125,5091.98192284763,4993.44457379724,4818.58515267747,4655.76063932997,4552.78589539191,4533.42631139325,4592.73539026249,4678.18731021469,4806.24080023097,4908.88178197633,4976.37959607974,4980.37951382466,4856.70385555958,4697.2371252191,4538.42805562146,4398.41063002265,4286.54284642728
DC20,20-24,Female,FS - Fezile Dabi District Municipality (DC20),FS203 : Ngwathe,FS203,FS,DC20,5617.02164430287,5668.91379172267,5724.14014850034,5777.67007108757,5855.96224764334,5922.32335092447,5980.25863391084,6012.31683082424,5979.29427770094,5832.79511673241,5678.92022628296,5474.79232540405,5241.24753138747,5028.53698259385,4865.42176530082,4738.20814851971,4615.86487444284,4522.17389641769,4407.66729933574,4267.22246624207,4153.80420054312,4037.17479377503,3953.37624679517,3924.81002210185,3959.9651276554,4083.44171488316,4221.79418412181,4309.99318067491,4343.8299534994,4315.25234653743
DC20,25-29,Female,FS - Fezile Dabi District Municipality (DC20),FS203 : Ngwathe,FS203,FS,DC20,5012.29562451125,4926.30979082261,4815.70725901614,4724.00552072123,4691.70001574677,4765.30514969169,4855.31058219512,4949.00818215179,5004.31751368824,5059.25715830148,5157.15277978628,5245.97019889522,5301.64633414206,5282.57302205684,5149.22504348022,5063.7621943634,4931.55960630056,4755.55755926085,4564.89407568778,4379.55499740671,4277.47304414126,4179.60361465052,4098.42043603794,3995.64582823663,3869.97584264455,3808.36025412287,3742.70291657032,3693.85847968152,3679.01819116374,3703.58158804656
DC20,30-34,Female,FS - Fezile Dabi District Municipality (DC20),FS203 : Ngwathe,FS203,FS,DC20,4594.32456046718,4583.16031874414,4578.81363954136,4563.4562323582,4530.5464965481,4477.22602575971,4384.32321379211,4319.23761784822,4288.95780073959,4312.90841871951,4371.65483616511,4448.26596845878,4536.99427470405,4623.43981101555,4712.02564045967,4774.05614254218,4838.47710829379,4896.90307616574,4908.29343743302,4805.860064027,4679.43476954689,4521.6001815725,4348.34515487809,4194.82546115498,4067.50525109612,3952.7826044276,3851.9702610438,3787.07177958246,3722.47571395125,3642.43439212212
DC20,35-39,Female,FS - Fezile Dabi District Municipality (DC20),FS203 : Ngwathe,FS203,FS,DC20,4351.91398814459,4284.37373691563,4215.7358931097,4142.04469491315,4075.17315114783,4041.41981635516,4049.55612489909,4085.29172694577,4114.88264130837,4142.29225506184,4157.95752467815,4136.42804596567,4119.10915289045,4126.50534934363,4188.2459369051,4285.14122958528,4397.53165267866,4511.36172721147,4614.8275471273,4714.37353031162,4787.75101878304,4862.04722658703,4926.07328890814,4947.49138844258,4878.46867630773,4793.38135756721,4673.43115270169,4529.693227321,4398.99043704891,4298.52863837063
DC20,40-44,Female,FS - Fezile Dabi District Municipality (DC20),FS203 : Ngwathe,FS203,FS,DC20,3842.3957501104,3821.374633889,3790.31931019951,3751.47607956399,3700.36609648417,3649.8919471674,3592.30100255463,3549.79857115457,3512.81912211354,3492.91618604943,3515.2582523004,3577.91860384563,3649.89833204091,3711.45705240871,3765.25759528524,3806.92465677832,3810.29829768035,3812.29880231355,3835.43808507033,3897.10545972373,3990.60701591124,4093.24198055365,4193.57827342294,4287.05186832581,4386.10040145416,4480.66985688853,4573.0391191708,4652.3894606591,4689.09195673886,4638.81407319497
DC20,45-49,Female,FS - Fezile Dabi District Municipality (DC20),FS203 : Ngwathe,FS203,FS,DC20,3621.046187939,3583.53855978003,3520.15148761191,3448.97467477535,3381.81678631872,3368.35848623431,3344.78163041688,3321.86181731437,3303.76856267686,3284.15092447978,3267.9493983081,3251.72604716991,3244.23846321649,3239.13872218344,3246.90236495481,3282.83730163885,3354.31031603446,3432.5056550714,3502.10415020296,3553.5066840416,3590.73568465651,3592.87798106875,3593.17705263762,3613.5903470676,3675.1528658696,3776.65077584488,3887.750247001,3997.55461185072,4101.02456554183,4208.92383277191
DC20,50-54,Female,FS - Fezile Dabi District Municipality (DC20),FS203 : Ngwathe,FS203,FS,DC20,3193.55662222765,3181.44061487041,3172.79345137994,3141.7647799981,3089.66787726923,3039.01510915218,2990.56584456386,2933.31524515861,2884.67414562757,2845.1469545969,2833.69281037065,2815.82400526224,2798.36503795862,2784.37942236883,2770.41963063941,2749.50603343027,2728.73694640029,2714.25516917375,2703.77687467157,2694.40517021431,2702.63993074443,2742.21027353277,2787.12446886327,2824.47298890518,2852.47450650065,2867.53102281238,2856.11651729953,2846.30301776738,2854.32919950786,2895.5773223962
DC20,55-59,Female,FS - Fezile Dabi District Municipality (DC20),FS203 : Ngwathe,FS203,FS,DC20,2864.61853329535,2912.59878473247,2932.76909194085,2939.74296020193,2940.10952113796,2947.15741500948,2942.27554513495,2945.66077316346,2943.75501384227,2932.02850708904,2914.46656113211,2900.29510658415,2872.1565925855,2844.62374972002,2823.44505672693,2830.50437711871,2830.85547812822,2830.21377565658,2833.7799432937,2823.26211669125,2807.99179437803,2798.70238215019,2795.60411248347,2797.05792443381,2809.16731940817,2840.08738933699,2900.84824029306,2965.86526448461,3023.01180456654,3073.9412102714
DC20,60-64,Female,FS - Fezile Dabi District Municipality (DC20),FS203 : Ngwathe,FS203,FS,DC20,2140.20283075567,2183.46290030176,2254.69813080807,2321.71633079461,2374.31210925587,2423.51163998164,2451.46908127053,2456.6039923357,2462.90721787568,2468.85344314544,2476.31878868277,2474.29929831918,2477.74925973602,2470.31992877624,2451.57569030485,2423.62523249233,2399.72550805425,2366.06801567154,2334.62337338445,2285.61646724789,2264.39060686193,2245.44948007036,2228.1857911026,2217.1020796342,2206.64010065692,2186.57338336735,2167.41899589518,2152.41617452733,2140.65427609825,2136.97585756784
DC20,65-69,Female,FS - Fezile Dabi District Municipality (DC20),FS203 : Ngwathe,FS203,FS,DC20,2033.47852582978,1984.34116441551,1932.71715372282,1900.55134060226,1891.87161034355,1911.77493368238,1971.04619203615,2049.46128300017,2135.28663667161,2217.33028370737,2289.58333914619,2346.55124453933,2390.42283944483,2431.95296797678,2471.24653988977,2509.65661430048,2535.02548628123,2564.47428711606,2583.03699600614,2557.94902000893,2541.72851473379,2540.94602268573,2530.43530602853,2523.38872749382,2521.64269612858,2540.11029836181,2555.2487315865,2572.81699398594,2597.7437601733,2625.81946845095
DC20,70-74,Female,FS - Fezile Dabi District Municipality (DC20),FS203 : Ngwathe,FS203,FS,DC20,1542.09124673185,1589.37906477182,1621.10446836497,1623.78149535226,1597.48598838017,1548.98573914871,1494.37975797351,1449.37814996202,1438.21797700828,1449.7907006788,1474.89150587041,1514.92830392123,1560.73815897235,1601.27369529822,1637.91077723051,1682.14026727261,1718.90819369276,1745.48497667247,1765.19172076583,1751.4533692884,1751.71653417124,1749.140705938,1748.00019969846,1738.69195489778,1720.39019337957,1692.05272686319,1667.77984650927,1638.38543089356,1612.93635804299,1594.02161600475
DC20,75+,Female,FS - Fezile Dabi District Municipality (DC20),FS203 : Ngwathe,FS203,FS,DC20,2076.99063727342,2015.67375009525,1983.55742146426,1997.33286542498,2053.53780369142,2116.0654167568,2168.26247643859,2178.97689055315,2173.62240451369,2133.58619766059,2108.09587463355,2091.55166497267,2089.0337051549,2102.93515821774,2133.35785506989,2169.10155321102,2208.90105307981,2253.02012753773,2297.34122228193,2319.18675403983,2348.95230183674,2389.70934517848,2432.23107009415,2474.55087509945,2513.41209713735,2492.74349001379,2469.33568721957,2446.84919237498,2416.38788758648,2377.38905135699
DC20,0-4,Male,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,6038.40997215807,6082.72590806822,6106.89155205187,6119.16142293938,6136.90860330728,6314.13801709878,6608.71554288665,6930.15572233892,7281.21156226374,7616.509419365,7836.56113165598,7911.86116878938,7861.81023786671,7699.10047697995,7476.60865370879,7375.92961790377,7372.07330634751,7433.33544092011,7556.25278704475,7719.20687887877,7803.82489321591,7792.66008782935,7708.60344346758,7572.28011089356,7421.49222034889,7385.04848314536,7414.51155800944,7505.38303020949,7643.00673233147,7805.16949473408
DC20,5-9,Male,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,5819.7164515539,5764.79493199682,5787.03619166869,5833.25626158082,5858.46355097596,5874.89099521231,5889.04677042685,5916.63519511217,5976.48824078904,6098.49776372768,6355.02938416197,6692.48950092139,7021.44595324598,7333.77120302826,7551.94674781879,7662.9727499381,7685.18101100996,7631.30463731948,7516.29319422253,7397.38976726124,7362.72747647996,7387.8219434162,7454.36838433787,7545.45735212911,7623.85876946277,7627.67816101763,7580.56674076025,7495.53654854845,7399.04741930439,7330.69929203562
DC20,10-14,Male,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,6427.47554419983,6353.40776392717,6244.9321881328,6149.61603762684,6104.61257476325,6065.68064699491,6058.76929937856,6115.8618897847,6174.23964970304,6203.66810849237,6188.93582707956,6191.22563101845,6234.56932410784,6352.4408585804,6568.06773780731,6878.28579340993,7280.05431036389,7657.69882544124,7982.15957559982,8204.50031190738,8281.55604832079,8285.31478781891,8242.44977585017,8179.72459870406,8138.24716331175,8131.88257957312,8194.82476145625,8290.87282360927,8395.58876561203,8489.4926926115
DC20,15-19,Male,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,6660.76068859441,6787.44713720661,6929.58627537203,7057.10886587047,7076.8174321709,6977.81111692159,6846.76213991493,6715.90511777025,6650.25328081881,6659.7012999229,6587.26906115582,6544.06592870415,6588.25428103342,6655.19230872211,6712.49905770121,6651.50976874654,6599.94848504917,6631.30044064854,6787.04617679033,7061.02761954271,7376.53625119946,7780.1779985486,8169.60529819463,8522.26954767971,8785.47494280689,8823.59864539291,8780.43510599609,8729.55022950803,8705.63285423863,8719.82259468612
DC20,20-24,Male,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,6287.8760728945,6619.06465381227,6943.36946816615,7215.15567256843,7492.20514473117,7781.23344306841,8000.30458349614,8175.68250324098,8273.89430946292,8224.35867866773,8203.81367498268,8115.57981876692,7965.36815810113,7824.07270805395,7742.6843208874,7742.27210676461,7740.40241701247,7772.61825988309,7745.64544710297,7661.02915858493,7661.36345075428,7660.97561697498,7709.31580506526,7848.99991337881,8104.98767674957,8592.06997971192,9130.59094571622,9563.17668215419,9870.46173300913,10049.8200114021
DC20,25-29,Male,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,6481.58101706579,6511.99519665742,6552.31226173627,6645.33461925577,6842.29719343985,7168.39243323481,7559.25385374758,7939.60620635917,8260.05558758058,8568.16666663487,8904.99526985508,9166.04259119392,9380.62609645977,9498.76251595743,9426.46323780575,9421.50521328903,9342.79515324245,9196.15978804342,9019.82527311129,8835.56510850004,8763.09351845071,8702.92258998754,8698.6130197354,8672.7610944493,8605.35539716622,8628.29548592987,8664.95069977812,8770.84939210767,8978.25890321228,9272.49302668092
DC20,30-34,Male,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,6030.93657354469,6190.22812047236,6323.58257482606,6445.48315047358,6501.97746153952,6553.54653874542,6609.92199490211,6692.65143903253,6840.2623324086,7103.34937006128,7426.37696584164,7829.59389787916,8253.90617501148,8639.64918120616,9019.79421475115,9376.45512543804,9669.4982270007,9940.28462360304,10117.8819025609,10072.6934581461,10004.450807821,9878.21282178249,9707.21981231659,9561.75674093733,9464.79003251725,9396.87933595703,9355.94589052824,9392.95760173915,9427.84174323744,9437.14614931757
DC20,35-39,Male,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,5194.69771890729,5273.51361434596,5363.34950871756,5458.50682087784,5589.1805008815,5771.78564805214,5952.42587662054,6115.60811712603,6270.77292908649,6386.42977330772,6466.1775363777,6553.97324542036,6675.10714328252,6868.3159768049,7183.71938036765,7561.24112852378,8018.72025055776,8499.09860808604,8935.22691548784,9345.61286852454,9688.07825298168,9974.63606200012,10241.1907921756,10438.6823623477,10457.883647132,10423.1637145537,10334.2044856848,10205.3544440059,10108.4254106451,10073.1369333621
DC20,40-44,Male,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,4239.05959852786,4325.82264847125,4403.74041363336,4469.7497562059,4524.36080860564,4598.86119984077,4665.49603265947,4745.68134567589,4834.06836939986,4969.36981145067,5150.54629596406,5331.31503163685,5495.75230214546,5652.4399523651,5768.2689648601,5877.05604161143,5991.34117879489,6128.82377488913,6322.72271122101,6598.94672548274,6914.12609060846,7301.52803928307,7701.29079162264,8069.50828501115,8445.14122714285,8766.21258284842,9033.55867556039,9280.63379743248,9464.73786652918,9496.22671833607
DC20,45-49,Male,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,3596.91034598955,3617.76009181749,3626.09382291005,3635.07385652153,3653.38186363551,3697.2263642258,3757.18530005682,3818.79277801643,3881.97685800186,3950.11334956508,4029.10381019487,4105.25683859389,4197.3560745046,4298.25425213795,4434.82337074774,4609.86820280119,4784.16551414442,4942.76319297028,5099.6913858576,5198.72922759976,5274.73733366205,5355.91588005738,5455.725559699,5610.03967216928,5857.35208743964,6134.61663430034,6470.62920240122,6818.94433765283,7143.00120133818,7478.46779167389
DC20,50-54,Male,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,2901.19759366436,2986.58640186445,3061.07468717714,3113.40653870759,3137.12828099246,3153.16319006566,3161.82372458633,3166.54552208207,3180.57866922126,3213.6006627498,3269.07185589592,3338.78845244413,3411.12325817537,3483.22226128692,3556.53812139643,3640.93288916803,3721.79917597795,3810.87319157289,3907.8012409651,4016.62241578129,4170.01383558154,4326.60375531877,4466.32245193854,4598.70533310902,4692.1325014182,4768.30123361443,4843.0597228973,4929.16638250635,5059.14327241233,5273.47017448914
DC20,55-59,Male,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,2148.67927650093,2211.18945035256,2271.93761207359,2336.70772264197,2409.47892698919,2495.60018587997,2572.06048682051,2642.8175884908,2702.70093471452,2747.45263217838,2784.40406808369,2817.54068051205,2848.59374091982,2886.00851380095,2937.1938006287,3004.5497789849,3082.67534704079,3161.73869105247,3242.9805741331,3302.670565209,3378.90422355868,3461.59484904517,3556.98471925049,3663.95205516554,3798.86930707375,3959.51657185826,4118.92815714576,4263.67663398155,4401.1537639778,4502.00469929614
DC20,60-64,Male,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,1476.61225384611,1538.74402250166,1609.35211356317,1678.75841336248,1745.4773749659,1814.20910943345,1884.25065150071,1955.7481845224,2035.40526197152,2126.81161344179,2223.60487382335,2315.63507217588,2405.73453839989,2486.0625543732,2552.04067323755,2612.98519168457,2667.59671096414,2717.46101430647,2772.38197199395,2799.83026650859,2867.21092604022,2959.37819976228,3056.06764493082,3158.69689913819,3262.54403602449,3365.85192248231,3470.75740516821,3587.96390835256,3714.95998070611,3872.46545995932
DC20,65-69,Male,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,1048.62891963443,1068.57876383258,1092.94527391899,1119.18012286025,1145.10972001401,1180.80011313048,1227.11185324458,1280.40327661611,1336.25215772434,1395.07490482721,1447.63153675248,1501.07443029394,1556.77572083086,1617.59985004875,1685.75844407117,1769.27864248159,1847.93341682722,1922.6107047843,1986.93095170576,2002.2221591105,2030.45701086824,2065.63932257799,2102.4527029083,2149.15364086714,2205.02501780599,2268.01508169637,2337.79104601713,2409.5785514183,2485.21441419771,2565.14823009712
DC20,70-74,Male,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,680.019529276771,707.280299974497,726.22587520997,742.33897602941,756.067411615503,770.772572722168,781.928577877317,801.640501584802,830.970839364481,865.777768929798,907.662187211897,951.232362023958,993.071332327922,1030.7433229122,1067.34784351856,1115.49809599893,1164.55347135555,1216.99597364991,1273.43634913431,1304.5126800906,1370.63049637619,1439.32223497196,1499.85684043264,1549.91058895817,1587.0674350016,1624.48389157191,1657.81274378578,1689.66338273358,1724.80964018849,1766.53494074082
DC20,75+,Male,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,533.408114994597,551.793579791385,576.194018586824,607.455454311666,645.082169973378,690.73037371235,734.864769039124,769.307306635101,798.15905259122,817.105693444348,826.680130933484,841.268078487272,863.323685309198,892.955700441351,928.582876385677,981.918774481513,1029.94191606136,1071.95978642089,1116.6240546975,1129.48792336801,1154.99239336812,1195.18866920105,1246.47759163682,1308.40907205192,1377.55208188362,1455.69760664595,1531.39738266756,1602.87584065688,1666.69832804126,1720.09835828952
DC20,0-4,Female,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,5883.76447745116,5933.00377825245,5954.29303741796,5957.76518863225,5962.98511734346,6140.93326906105,6430.90631478494,6741.25233819959,7067.52887813651,7372.19054775396,7566.00076122349,7619.77174357795,7549.95043335582,7367.10107799086,7125.01266891349,7011.0621259248,7003.79343763215,7069.80635890189,7201.3142790125,7363.81430761566,7458.59119017243,7453.13054111027,7369.22980004702,7222.27430353129,7052.18313814083,7023.92142138662,7066.59052478648,7175.09136496661,7334.41321989989,7519.21686544329
DC20,5-9,Female,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,5706.25229779425,5662.26517608884,5691.73975780923,5743.81616889407,5768.54725285442,5772.31495490144,5776.12128299419,5793.12117754476,5845.38381798329,5962.61779420134,6214.99640186306,6541.44761767652,6854.2948326559,7147.93180203392,7339.40849622188,7419.97311301616,7418.84158829184,7343.70147084292,7208.51950778491,7072.83407998168,7027.57152620067,7049.78641368344,7115.91858083081,7208.88925408738,7288.82861989487,7293.63399289087,7248.6444286442,7169.34531698233,7074.96142903235,7005.68269725471
DC20,10-14,Female,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,6505.71205048683,6412.20948309162,6282.64436151367,6175.40046871885,6126.38264361889,6056.65686328435,6018.12605419261,6040.2693831873,6070.2890129808,6075.63359964594,6025.92818200499,5992.61329192436,6005.99194268652,6099.04602305841,6294.39331479067,6574.7074719838,6935.82206534843,7267.09925858207,7544.68339920962,7713.5214398318,7723.14276027001,7673.63871067069,7591.24466974307,7500.48355439079,7439.62156440156,7402.88582347842,7439.37818467003,7512.16727234688,7600.08416681444,7682.40796068532
DC20,15-19,Female,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,6371.20533518452,6566.43775193528,6776.82442936511,6950.51024471171,6999.60909582183,6915.23145761412,6785.22013104965,6640.10780872837,6553.75298408227,6541.05180561435,6458.86085210845,6404.87395378825,6428.0258732262,6466.71254036406,6496.35809845431,6421.3875569494,6354.90954179473,6364.70402837606,6490.61334153824,6733.91682528364,7024.13767562919,7389.66774726909,7728.47412640226,8022.45351997199,8221.14466521987,8208.88398608033,8129.37200175062,8042.55858955301,7981.12184991437,7964.57747908219
DC20,20-24,Female,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,5812.59066162825,6023.62582326146,6243.77672950095,6467.83422494245,6726.18541092698,6977.94569033633,7226.4613977964,7449.5123376855,7595.05055118741,7594.007271719,7576.98679006491,7484.48290685878,7340.4548109624,7213.70812394287,7148.32177303052,7128.6281079439,7110.46573845643,7131.7079230354,7115.53893603714,7051.01211523654,7024.52370440275,6986.7234995654,7000.88009433459,7111.44396999467,7340.98141300891,7744.33991708976,8190.77013256379,8553.63845415231,8818.06593892657,8960.14646515633
DC20,25-29,Female,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,5823.23567898325,5836.51874634868,5817.37595140293,5817.61756424826,5889.35717925726,6096.33296703666,6329.57970092253,6573.5142644023,6771.57338419899,6973.36592052551,7239.76109760624,7499.77096963386,7717.77414453269,7829.58715849346,7769.65715081581,7777.78843843347,7709.88224231277,7566.67123643281,7391.53973015219,7216.01230458513,7171.02655667235,7128.87495379847,7111.49145663767,7052.72910770308,6948.21969680216,6954.54431067688,6951.08988591419,6976.81856886438,7066.30949350969,7233.37952407755
DC20,30-34,Female,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,5391.0461121053,5495.85077630802,5609.98074879446,5711.68135415806,5791.73302808514,5844.99196769639,5844.21677979138,5877.79326815527,5957.71397729395,6114.46561228334,6324.65284957882,6566.41988474253,6832.8204613376,7102.96820502127,7383.73914321227,7629.63032142802,7885.4629565495,8137.66431237788,8316.25274178788,8301.33972386067,8239.73408338526,8115.57491859879,7954.71851771593,7820.89420077748,7728.26564839258,7653.1385523897,7599.32845633051,7612.47631177419,7623.60591460167,7599.83185665956
DC20,35-39,Female,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,4902.98413538586,4907.68112558265,4909.14101188634,4902.59685244362,4902.01576226019,4939.91529806532,5029.11047574489,5154.04212255739,5273.12346209626,5391.16686696683,5495.42181093215,5551.0379543883,5612.15816538039,5707.40038591416,5879.90274601648,6105.75094332467,6358.78330354929,6619.4222884221,6870.25248506217,7120.40143716983,7335.5866631171,7556.24157801358,7764.8389398089,7909.04550515015,7908.48791312208,7879.29211137302,7788.9985101294,7653.87295831915,7535.27563571595,7463.92759787641
DC20,40-44,Female,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,4214.14097665093,4276.88982292423,4327.83695349972,4368.90927065354,4394.24375535007,4418.5980550978,4432.43209793099,4463.14571924219,4499.53200475852,4557.04289593075,4670.33063429584,4839.84061237532,5025.84362376507,5201.39866420891,5369.57851863216,5523.49801306858,5623.67414117621,5722.66500093484,5854.73993219404,6048.51871879952,6296.43857169287,6564.61558948207,6835.19650666629,7100.51034155586,7381.0104295605,7660.02269295296,7941.21324115994,8205.39114499385,8398.48874093213,8436.41242269949
DC20,45-49,Female,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,3559.85810522506,3596.68253292187,3606.08129653596,3605.32791377222,3606.49620765762,3663.85084197138,3710.03502820639,3756.57758632133,3808.32278173301,3858.12417823855,3911.79184963559,3965.36039587398,4029.70525906172,4097.39444427375,4182.09031312664,4304.77008989243,4477.26590029375,4662.99181283084,4841.30987119737,4998.15828519831,5138.02037611904,5229.45740758905,5319.10482422548,5439.89207469443,5625.55649515139,5877.38950264101,6150.54961689484,6428.35312076372,6702.55969520075,6990.64122124723
DC20,50-54,Female,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,2917.12287910351,2980.42335381355,3047.9451238825,3094.50609306966,3119.80010405405,3145.52990604396,3172.58044029708,3189.1297913892,3213.83611091364,3247.93917898738,3314.34873535264,3374.13515972336,3435.14720870425,3501.29784737177,3568.49092521255,3627.55439862207,3687.4488123938,3756.71237250045,3832.76265258459,3911.84487984637,4018.66090674269,4176.07360961664,4347.11072347896,4511.95129867416,4667.02424201892,4805.39813886351,4902.46842659115,5004.43848314506,5140.84357157986,5342.51160988045
DC20,55-59,Female,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,2183.13037749843,2269.85448203358,2336.77936965402,2394.37992943854,2447.46050904886,2506.98494953583,2557.16453460965,2615.28255982001,2669.52821240939,2715.42058976669,2756.16853476494,2800.34079561288,2831.03661343388,2862.06778590428,2899.36887462138,2966.26930203468,3027.21172942074,3088.02311776826,3154.44918717641,3206.02305784095,3252.61886627965,3306.60067851063,3368.65128448449,3437.21495736447,3520.29435414959,3629.12785402399,3779.54528358646,3939.91114783013,4094.24173366877,4244.31524895451
DC20,60-64,Female,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,1390.75312642269,1469.0232356078,1569.97618484178,1672.55764203127,1769.02222153531,1866.94129662721,1951.99343159882,2021.33880859741,2093.62376220123,2167.68270337151,2245.26822418159,2316.29904803751,2394.46031300789,2464.03035114996,2523.61261276542,2574.4026285878,2630.0393838129,2675.34923351492,2723.27989441236,2750.28220502154,2810.64843514873,2874.94204538868,2942.68424856794,3020.27662213414,3100.77388431389,3169.53468136878,3241.07468106696,3320.59255498779,3407.33020471336,3509.84246376697
DC20,65-69,Female,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,1178.09878107537,1181.97961898606,1182.93646751921,1194.62662521243,1220.60437928115,1265.41329356323,1337.81564095478,1425.75089361907,1521.85682706327,1618.37422856767,1710.64863122377,1793.99885240834,1869.36147671885,1944.66673747263,2019.89381195685,2096.07041261497,2162.79320767885,2234.28819368946,2297.47885961673,2322.03779079025,2354.2026491538,2400.66916171912,2438.05296977939,2478.7667050309,2524.84533482304,2591.80951714361,2656.35276659554,2724.39088626841,2801.39048471059,2883.17311558608
DC20,70-74,Female,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,797.815295139775,853.623496286362,903.318994885902,938.23200620895,956.640862032443,960.903202666968,959.882827037497,963.565782611435,989.227439109109,1031.30996122554,1084.6954677525,1151.50340491983,1225.74407835545,1299.00960487462,1372.15543776125,1454.92041656562,1534.61510135907,1608.22297143045,1678.13361017968,1717.7746489678,1772.14775284648,1825.03736975391,1880.82573890864,1929.05904758381,1968.01230484269,1995.5436877827,2027.71700390809,2053.46324334857,2083.90258812156,2122.93600151966
DC20,75+,Female,FS - Fezile Dabi District Municipality (DC20),FS204 : Metsimaholo,FS204,FS,DC20,896.707048316002,899.280828377527,914.246968040206,950.837435809503,1009.47941748674,1073.92215419125,1135.85360736102,1178.02732621358,1212.5841020203,1228.01292192535,1251.68485659429,1280.96973395742,1319.59835892455,1369.98316470891,1433.24204134252,1502.73373624876,1578.01423812482,1659.68133081431,1745.05403195064,1816.55209539152,1897.25806788304,1990.46707779287,2089.2790803182,2192.30086570044,2296.76507857601,2349.7581628379,2401.42353875257,2455.25242254208,2502.18979877175,2540.91492215595
DC20,0-4,Male,FS - Fezile Dabi District Municipality (DC20),FS205 : Mafube,FS205,FS,DC20,2972.1531762817,2937.61012213341,2894.51067815466,2847.17371579044,2803.77656433378,2833.22303697765,2913.09590945629,3001.55839860096,3099.31474327618,3186.87931006226,3223.81027741787,3200.67143302719,3128.13298134193,3013.57663218599,2879.4108917378,2795.42266108041,2749.95124246467,2729.57244220369,2731.88184540752,2748.14601284407,2736.22433003298,2691.35283413007,2622.78889695274,2538.50162604558,2451.68141234455,2404.39362793151,2379.4147457108,2374.38111544875,2383.883467465,2400.48104673358
